StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Texas,TX,School,No,Harmony Hills Elementary,Regular school,483294003639,015910106,North East ISD,Regular local school district,4832940,15910,454,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,265,0,189,,
Texas,TX,School,No,Hidden Forest Elementary,Regular school,483294003640,015910123,North East ISD,Regular local school district,4832940,15910,536,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,408,0,128,,
Texas,TX,School,No,Hidden Forest Elementary,Regular school,483294003640,015910123,North East ISD,Regular local school district,4832940,15910,551,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,434,0,117,,
Texas,TX,School,No,Jackson Middle,Regular school,483294003642,015910045,North East ISD,Regular local school district,4832940,15910,716,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,266,0,450,,
Texas,TX,School,No,Jackson Middle,Regular school,483294003642,015910045,North East ISD,Regular local school district,4832940,15910,725,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,295,0,430,,
Texas,TX,School,No,Krueger Middle,Regular school,483294003643,015910043,North East ISD,Regular local school district,4832940,15910,963,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,414,0,549,,
Texas,TX,School,No,Krueger Middle,Regular school,483294003643,015910043,North East ISD,Regular local school district,4832940,15910,939,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,410,0,529,,
Texas,TX,School,No,Larkspur Elementary,Regular school,483294003644,015910108,North East ISD,Regular local school district,4832940,15910,770,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,491,0,279,,
Texas,TX,School,No,Larkspur Elementary,Regular school,483294003644,015910108,North East ISD,Regular local school district,4832940,15910,790,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,511,0,279,,
Texas,TX,School,No,Legacy Of Educational Excellence High School,Regular school,483294003645,015910001,North East ISD,Regular local school district,4832940,15910,2443,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,624,0,1819,,
Texas,TX,School,No,Legacy Of Educational Excellence High School,Regular school,483294003645,015910001,North East ISD,Regular local school district,4832940,15910,2433,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,534,0,1899,,
Texas,TX,School,No,MacArthur High School,Regular school,483294003646,015910002,North East ISD,Regular local school district,4832940,15910,2247,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,946,0,1301,,
Texas,TX,School,No,MacArthur High School,Regular school,483294003646,015910002,North East ISD,Regular local school district,4832940,15910,2205,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,747,0,1458,,
Texas,TX,School,No,Madison High School,Regular school,483294003647,015910005,North East ISD,Regular local school district,4832940,15910,3084,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1159,0,1925,,
Texas,TX,School,No,Madison High School,Regular school,483294003647,015910005,North East ISD,Regular local school district,4832940,15910,3025,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1085,0,1940,,
Texas,TX,School,No,Montgomery Elementary,Regular school,483294003648,015910122,North East ISD,Regular local school district,4832940,15910,380,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,242,0,138,,
Texas,TX,School,No,Montgomery Elementary,Regular school,483294003648,015910122,North East ISD,Regular local school district,4832940,15910,370,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,247,0,123,,
Texas,TX,School,No,Nimitz Middle,Regular school,483294003649,015910044,North East ISD,Regular local school district,4832940,15910,1223,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,564,0,659,,
Texas,TX,School,No,Nimitz Middle,Regular school,483294003649,015910044,North East ISD,Regular local school district,4832940,15910,1228,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,588,0,640,,
Texas,TX,School,No,Northwood Elementary,Regular school,483294003650,015910109,North East ISD,Regular local school district,4832940,15910,402,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,249,0,153,,
Texas,TX,School,No,Northwood Elementary,Regular school,483294003650,015910109,North East ISD,Regular local school district,4832940,15910,393,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,263,0,130,,
Texas,TX,School,No,Oak Grove Elementary,Regular school,483294003651,015910110,North East ISD,Regular local school district,4832940,15910,353,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,237,0,116,,
Texas,TX,School,No,Oak Grove Elementary,Regular school,483294003651,015910110,North East ISD,Regular local school district,4832940,15910,351,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,251,0,100,,
Texas,TX,School,No,Olmos Elementary,Regular school,483294003652,015910111,North East ISD,Regular local school district,4832940,15910,590,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,405,0,185,,
Texas,TX,School,No,Olmos Elementary,Regular school,483294003652,015910111,North East ISD,Regular local school district,4832940,15910,584,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,392,0,192,,
Texas,TX,School,No,Regency Place Elementary,Regular school,483294003653,015910120,North East ISD,Regular local school district,4832940,15910,450,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,266,0,184,,
Texas,TX,School,No,Regency Place Elementary,Regular school,483294003653,015910120,North East ISD,Regular local school district,4832940,15910,459,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,273,0,186,,
Texas,TX,School,No,Ridgeview Elementary,Regular school,483294003654,015910112,North East ISD,Regular local school district,4832940,15910,516,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,366,0,150,,
Texas,TX,School,No,Ridgeview Elementary,Regular school,483294003654,015910112,North East ISD,Regular local school district,4832940,15910,530,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,370,0,160,,
Texas,TX,School,No,Roosevelt High School,Regular school,483294003655,015910004,North East ISD,Regular local school district,4832940,15910,2656,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,912,0,1744,,
Texas,TX,School,No,Roosevelt High School,Regular school,483294003655,015910004,North East ISD,Regular local school district,4832940,15910,2623,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,896,0,1727,,
Texas,TX,School,No,Walzem Elementary,Regular school,483294003657,015910114,North East ISD,Regular local school district,4832940,15910,597,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,364,0,233,,
Texas,TX,School,No,Walzem Elementary,Regular school,483294003657,015910114,North East ISD,Regular local school district,4832940,15910,600,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,367,0,233,,
Texas,TX,School,No,White Middle,Regular school,483294003659,015910046,North East ISD,Regular local school district,4832940,15910,1140,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,425,0,715,,
Texas,TX,School,No,White Middle,Regular school,483294003659,015910046,North East ISD,Regular local school district,4832940,15910,1131,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,514,0,617,,
Texas,TX,School,No,Wilshire Elementary,Regular school,483294003660,015910116,North East ISD,Regular local school district,4832940,15910,278,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,156,0,122,,
Texas,TX,School,No,Wilshire Elementary,Regular school,483294003660,015910116,North East ISD,Regular local school district,4832940,15910,278,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,145,0,133,,
Texas,TX,School,No,Windcrest Elementary,Regular school,483294003661,015910117,North East ISD,Regular local school district,4832940,15910,544,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,317,0,227,,
Texas,TX,School,No,Windcrest Elementary,Regular school,483294003661,015910117,North East ISD,Regular local school district,4832940,15910,546,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,330,0,216,,
Texas,TX,School,No,Woodstone Elementary,Regular school,483294003662,015910124,North East ISD,Regular local school district,4832940,15910,554,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,362,0,192,,
Texas,TX,School,No,Woodstone Elementary,Regular school,483294003662,015910124,North East ISD,Regular local school district,4832940,15910,535,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,372,0,163,,
Texas,TX,School,No,Stahl Elementary,Regular school,483294005559,015910125,North East ISD,Regular local school district,4832940,15910,700,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,352,0,348,,
Texas,TX,School,No,Stahl Elementary,Regular school,483294005559,015910125,North East ISD,Regular local school district,4832940,15910,710,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,376,0,334,,
Texas,TX,School,No,Thousand Oaks Elementary,Regular school,483294005561,015910126,North East ISD,Regular local school district,4832940,15910,560,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,391,0,169,,
Texas,TX,School,No,Thousand Oaks Elementary,Regular school,483294005561,015910126,North East ISD,Regular local school district,4832940,15910,574,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,385,0,189,,
Texas,TX,School,No,Wood Middle,Regular school,483294005562,015910047,North East ISD,Regular local school district,4832940,15910,824,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,392,0,432,,
Texas,TX,School,No,Wood Middle,Regular school,483294005562,015910047,North East ISD,Regular local school district,4832940,15910,807,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,440,0,367,,
Texas,TX,School,No,Bradley Middle,Regular school,483294005783,015910048,North East ISD,Regular local school district,4832940,15910,1186,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,630,0,556,,
Texas,TX,School,No,Bradley Middle,Regular school,483294005783,015910048,North East ISD,Regular local school district,4832940,15910,1200,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,697,0,503,,
Texas,TX,School,No,Northern Hills Elementary,Regular school,483294005784,015910127,North East ISD,Regular local school district,4832940,15910,545,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,353,0,192,,
Texas,TX,School,No,Northern Hills Elementary,Regular school,483294005784,015910127,North East ISD,Regular local school district,4832940,15910,540,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,365,0,175,,
Texas,TX,School,No,Alter High School,Other/alternative school,483294006035,015910012,North East ISD,Regular local school district,4832940,15910,24,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,11,0,13,,
Texas,TX,School,No,Alter High School,Other/alternative school,483294006035,015910012,North East ISD,Regular local school district,4832940,15910,32,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,16,0,16,,
Texas,TX,School,No,Jackson-Keller Elementary,Regular school,483294006590,015910107,North East ISD,Regular local school district,4832940,15910,596,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,380,0,216,,
Texas,TX,School,No,Jackson-Keller Elementary,Regular school,483294006590,015910107,North East ISD,Regular local school district,4832940,15910,587,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,364,0,223,,
Texas,TX,School,No,Redland Oaks Elementary,Regular school,483294006766,015910128,North East ISD,Regular local school district,4832940,15910,385,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,233,0,152,,
Texas,TX,School,No,Redland Oaks Elementary,Regular school,483294006766,015910128,North East ISD,Regular local school district,4832940,15910,387,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,242,0,145,,
Texas,TX,School,No,Encino Park Elementary,Regular school,483294006767,015910129,North East ISD,Regular local school district,4832940,15910,674,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,472,0,202,,
Texas,TX,School,No,Encino Park Elementary,Regular school,483294006767,015910129,North East ISD,Regular local school district,4832940,15910,680,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,495,0,185,,
Texas,TX,School,No,Alter Middle,Other/alternative school,483294006889,015910053,North East ISD,Regular local school district,4832940,15910,6,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,2,0,4,,
Texas,TX,School,No,Alter Middle,Other/alternative school,483294006889,015910053,North East ISD,Regular local school district,4832940,15910,14,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,4,0,10,,
Texas,TX,School,No,Stone Oak Elementary,Regular school,483294007182,015910133,North East ISD,Regular local school district,4832940,15910,837,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,543,0,294,,
Texas,TX,School,No,Stone Oak Elementary,Regular school,483294007182,015910133,North East ISD,Regular local school district,4832940,15910,847,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,557,0,290,,
Texas,TX,School,No,International School Of America,Regular school,483294007513,015910009,North East ISD,Regular local school district,4832940,15910,487,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,170,0,317,,
Texas,TX,School,No,International School Of America,Regular school,483294007513,015910009,North East ISD,Regular local school district,4832940,15910,485,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,116,0,369,,
Texas,TX,School,No,Longs Creek Elementary,Regular school,483294007515,015910134,North East ISD,Regular local school district,4832940,15910,587,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,372,0,215,,
Texas,TX,School,No,Longs Creek Elementary,Regular school,483294007515,015910134,North East ISD,Regular local school district,4832940,15910,602,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,373,0,229,,
Texas,TX,School,No,Huebner Elementary,Regular school,483294007516,015910135,North East ISD,Regular local school district,4832940,15910,544,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,410,0,134,,
Texas,TX,School,No,Huebner Elementary,Regular school,483294007516,015910135,North East ISD,Regular local school district,4832940,15910,551,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,409,0,142,,
Texas,TX,School,No,Bush Middle,Regular school,483294007801,015910050,North East ISD,Regular local school district,4832940,15910,990,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,574,0,416,,
Texas,TX,School,No,Bush Middle,Regular school,483294007801,015910050,North East ISD,Regular local school district,4832940,15910,1004,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,620,0,384,,
Texas,TX,School,No,Reagan High School,Regular school,483294008116,015910007,North East ISD,Regular local school district,4832940,15910,3402,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1295,0,2107,,
Texas,TX,School,No,Reagan High School,Regular school,483294008116,015910007,North East ISD,Regular local school district,4832940,15910,3384,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1084,0,2300,,
Texas,TX,School,No,Tejeda Middle,Regular school,483294008447,015910056,North East ISD,Regular local school district,4832940,15910,1161,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,619,0,542,,
Texas,TX,School,No,Tejeda Middle,Regular school,483294008447,015910056,North East ISD,Regular local school district,4832940,15910,1165,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,677,0,488,,
Texas,TX,School,No,Wetmore Elementary,Regular school,483294008448,015910137,North East ISD,Regular local school district,4832940,15910,507,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,356,0,151,,
Texas,TX,School,No,Wetmore Elementary,Regular school,483294008448,015910137,North East ISD,Regular local school district,4832940,15910,508,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,368,0,140,,
Texas,TX,School,No,Hardy Oak Elementary,Regular school,483294008705,015910136,North East ISD,Regular local school district,4832940,15910,609,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,417,0,192,,
Texas,TX,School,No,Hardy Oak Elementary,Regular school,483294008705,015910136,North East ISD,Regular local school district,4832940,15910,617,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,436,0,181,,
Texas,TX,School,No,Royal Ridge Elementary,Regular school,483294009130,015910138,North East ISD,Regular local school district,4832940,15910,530,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,282,0,248,,
Texas,TX,School,No,Royal Ridge Elementary,Regular school,483294009130,015910138,North East ISD,Regular local school district,4832940,15910,543,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,324,0,219,,
Texas,TX,School,No,Roan Forest Elementary,Regular school,483294009131,015910139,North East ISD,Regular local school district,4832940,15910,838,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,438,0,400,,
Texas,TX,School,No,Roan Forest Elementary,Regular school,483294009131,015910139,North East ISD,Regular local school district,4832940,15910,846,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,465,0,381,,
Texas,TX,School,No,Canyon Ridge Elementary,Regular school,483294010430,015910140,North East ISD,Regular local school district,4832940,15910,513,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,355,0,158,,
Texas,TX,School,No,Canyon Ridge Elementary,Regular school,483294010430,015910140,North East ISD,Regular local school district,4832940,15910,534,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,362,0,172,,
Texas,TX,School,No,Steubing Ranch Elementary,Regular school,483294010431,015910141,North East ISD,Regular local school district,4832940,15910,893,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,680,0,213,,
Texas,TX,School,No,Steubing Ranch Elementary,Regular school,483294010431,015910141,North East ISD,Regular local school district,4832940,15910,898,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,660,0,238,,
Texas,TX,School,No,Bulverde Creek,Regular school,483294010432,015910142,North East ISD,Regular local school district,4832940,15910,1009,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,617,0,392,,
Texas,TX,School,No,Bulverde Creek,Regular school,483294010432,015910142,North East ISD,Regular local school district,4832940,15910,1019,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,664,0,355,,
Texas,TX,School,No,Wilderness Oak Elementary,Regular school,483294010433,015910143,North East ISD,Regular local school district,4832940,15910,611,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,489,0,122,,
Texas,TX,School,No,Wilderness Oak Elementary,Regular school,483294010433,015910143,North East ISD,Regular local school district,4832940,15910,619,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,459,0,160,,
Texas,TX,School,No,Lopez Middle,Regular school,483294011132,015910057,North East ISD,Regular local school district,4832940,15910,1380,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,783,0,597,,
Texas,TX,School,No,Lopez Middle,Regular school,483294011132,015910057,North East ISD,Regular local school district,4832940,15910,1384,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,815,0,569,,
Texas,TX,School,No,Harris Middle,Regular school,483294011133,015910058,North East ISD,Regular local school district,4832940,15910,941,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,447,0,494,,
Texas,TX,School,No,Harris Middle,Regular school,483294011133,015910058,North East ISD,Regular local school district,4832940,15910,947,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,487,0,460,,
Texas,TX,School,No,Alternative Elementary,Other/alternative school,483294011135,015910160,North East ISD,Regular local school district,4832940,15910,2,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,2,,
Texas,TX,School,No,Alternative Elementary,Other/alternative school,483294011135,015910160,North East ISD,Regular local school district,4832940,15910,2,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1,0,1,,
Texas,TX,School,No,Johnson High School,Regular school,483294011973,015910014,North East ISD,Regular local school district,4832940,15910,3186,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1671,0,1515,,
Texas,TX,School,No,Johnson High School,Regular school,483294011973,015910014,North East ISD,Regular local school district,4832940,15910,3176,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1471,0,1705,,
Texas,TX,School,No,Tuscany Heights,Regular school,483294012435,015910144,North East ISD,Regular local school district,4832940,15910,682,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,460,0,222,,
Texas,TX,School,No,Tuscany Heights,Regular school,483294012435,015910144,North East ISD,Regular local school district,4832940,15910,693,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,460,0,233,,
Texas,TX,School,No,Cibolo Green,Regular school,483294012442,015910145,North East ISD,Regular local school district,4832940,15910,813,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,528,0,285,,
Texas,TX,School,No,Cibolo Green,Regular school,483294012442,015910145,North East ISD,Regular local school district,4832940,15910,825,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,573,0,252,,
Texas,TX,School,No,Vineyard Ranch Elementary,Regular school,483294012657,015910147,North East ISD,Regular local school district,4832940,15910,795,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,537,0,258,,
Texas,TX,School,No,Vineyard Ranch Elementary,Regular school,483294012657,015910147,North East ISD,Regular local school district,4832940,15910,808,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,528,0,280,,
Texas,TX,School,No,Las Lomas Elementary,Regular school,483294012658,015910146,North East ISD,Regular local school district,4832940,15910,506,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,311,0,195,,
Texas,TX,School,No,Las Lomas Elementary,Regular school,483294012658,015910146,North East ISD,Regular local school district,4832940,15910,516,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,342,0,174,,
Texas,TX,School,No,Hill Middle,Regular school,483294012865,015910059,North East ISD,Regular local school district,4832940,15910,1106,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,587,0,519,,
Texas,TX,School,No,Hill Middle,Regular school,483294012865,015910059,North East ISD,Regular local school district,4832940,15910,1110,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,561,0,549,,
Texas,TX,School,No,Homebased Comp Ed,Other/alternative school,483294015799,015910054,North East ISD,Regular local school district,4832940,15910,3,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1,0,2,,
Texas,TX,School,No,Homebased Comp Ed,Other/alternative school,483294015799,015910054,North East ISD,Regular local school district,4832940,15910,2,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,2,,
Texas,TX,School,No,Fox Run Elementary,Regular school,483294021007,015910130,North East ISD,Regular local school district,4832940,15910,647,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,357,0,290,,
Texas,TX,School,No,Fox Run Elementary,Regular school,483294021007,015910130,North East ISD,Regular local school district,4832940,15910,679,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,428,0,251,,
Texas,TX,School,No,Academy Of Creative Ed,Other/alternative school,483294021107,015910008,North East ISD,Regular local school district,4832940,15910,111,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,15,0,96,,
Texas,TX,School,No,Academy Of Creative Ed,Other/alternative school,483294021107,015910008,North East ISD,Regular local school district,4832940,15910,110,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,18,0,92,,
Texas,TX,School,No,Oak Meadow Elementary,Regular school,483294021108,015910131,North East ISD,Regular local school district,4832940,15910,381,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,222,0,159,,
Texas,TX,School,No,Oak Meadow Elementary,Regular school,483294021108,015910131,North East ISD,Regular local school district,4832940,15910,380,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,231,0,149,,
Texas,TX,School,No,North Hopkins Elementary,Regular school,483297003663,112906101,North Hopkins ISD,Regular local school district,4832970,112906,312,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,302,0,10,,
Texas,TX,School,No,North Hopkins Elementary,Regular school,483297003663,112906101,North Hopkins ISD,Regular local school district,4832970,112906,313,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,283,0,30,,
Texas,TX,School,No,North Hopkins High School,Regular school,483297003664,112906001,North Hopkins ISD,Regular local school district,4832970,112906,239,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,207,0,32,,
Texas,TX,School,No,North Hopkins High School,Regular school,483297003664,112906001,North Hopkins ISD,Regular local school district,4832970,112906,246,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,219,0,27,,
Texas,TX,School,No,Aaron Parker Elementary,Regular school,483301003665,139911102,North Lamar ISD,Regular local school district,4833010,139911,226,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,195,0,31,,
Texas,TX,School,No,Aaron Parker Elementary,Regular school,483301003665,139911102,North Lamar ISD,Regular local school district,4833010,139911,225,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,204,0,21,,
Texas,TX,School,No,Cecil Everett Elementary,Regular school,483301003666,139911103,North Lamar ISD,Regular local school district,4833010,139911,263,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,231,0,32,,
Texas,TX,School,No,Cecil Everett Elementary,Regular school,483301003666,139911103,North Lamar ISD,Regular local school district,4833010,139911,265,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,245,0,20,,
Texas,TX,School,No,North Lamar High School,Regular school,483301003667,139911002,North Lamar ISD,Regular local school district,4833010,139911,722,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,533,0,189,,
Texas,TX,School,No,North Lamar High School,Regular school,483301003667,139911002,North Lamar ISD,Regular local school district,4833010,139911,698,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,602,0,96,,
Texas,TX,School,No,Frank Stone Middle,Regular school,483301003668,139911042,North Lamar ISD,Regular local school district,4833010,139911,564,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,564,0,0,,
Texas,TX,School,No,Frank Stone Middle,Regular school,483301003668,139911042,North Lamar ISD,Regular local school district,4833010,139911,549,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,489,0,60,,
Texas,TX,School,No,W L Higgins Elementary,Regular school,483301006768,139911101,North Lamar ISD,Regular local school district,4833010,139911,309,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,268,0,41,,
Texas,TX,School,No,W L Higgins Elementary,Regular school,483301006768,139911101,North Lamar ISD,Regular local school district,4833010,139911,312,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,302,0,10,,
Texas,TX,School,No,Bailey Int,Regular school,483301007671,139911104,North Lamar ISD,Regular local school district,4833010,139911,305,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,271,0,34,,
Texas,TX,School,No,Bailey Int,Regular school,483301007671,139911104,North Lamar ISD,Regular local school district,4833010,139911,304,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,285,0,19,,
Texas,TX,School,No,North Zulch Elementary/Secondary,Regular school,483303003670,154903001,North Zulch ISD,Regular local school district,4833030,154903,302,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,236,0,66,,
Texas,TX,School,No,North Zulch Elementary/Secondary,Regular school,483303003670,154903001,North Zulch ISD,Regular local school district,4833030,154903,312,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,258,0,54,,
Texas,TX,School,No,Northside School,Regular school,483309003728,244905001,Northside ISD,Regular local school district,4833090,244905,238,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,230,0,8,,
Texas,TX,School,No,Northside School,Regular school,483309003728,244905001,Northside ISD,Regular local school district,4833090,244905,231,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,217,0,14,,
Texas,TX,School,No,Evers Elementary,Regular school,483312000353,015915156,Northside ISD,Regular local school district,4833120,15915,667,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,279,0,388,,
Texas,TX,School,No,Evers Elementary,Regular school,483312000353,015915156,Northside ISD,Regular local school district,4833120,15915,659,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,266,0,393,,
Texas,TX,School,No,McDermott Elementary,Regular school,483312000354,015915158,Northside ISD,Regular local school district,4833120,15915,717,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,325,0,392,,
Texas,TX,School,No,McDermott Elementary,Regular school,483312000354,015915158,Northside ISD,Regular local school district,4833120,15915,704,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,306,0,398,,
Texas,TX,School,No,Reddix Center,Other/alternative school,483312002944,015915013,Northside ISD,Regular local school district,4833120,15915,277,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,132,0,145,,
Texas,TX,School,No,Reddix Center,Other/alternative school,483312002944,015915013,Northside ISD,Regular local school district,4833120,15915,229,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,100,0,129,,
