,schoolcode,year,charter,mathpass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,asian
214,11902001,2019,0.0,0.3347107438016529,0.0,0.0,0,484,0.7355371900826446,0.1859504132231405,0.11776859504132231,0.6735537190082644,0.006198347107438017
215,11902001,2021,0.0,0.3942857142857143,0.0,0.0,0,350,0.7485714285714286,0.16285714285714287,0.10571428571428572,0.7142857142857143,0.008571428571428572
216,11904002,2015,0.0,0.5298507462686567,0.0,0.0,0,134,0.5373134328358209,0.6119402985074627,0.08955223880597014,0.26119402985074625,0.0
217,11904002,2016,0.0,0.5359477124183006,0.0,0.0,0,153,0.4444444444444444,0.5947712418300654,0.058823529411764705,0.29411764705882354,0.013071895424836602
218,11904002,2017,0.0,0.38461538461538464,0.0,0.0,0,143,0.6503496503496503,0.44755244755244755,0.06993006993006994,0.4195804195804196,0.006993006993006993
219,11904002,2018,0.0,0.4294117647058823,0.0,0.0,0,170,0.6176470588235294,0.5470588235294118,0.10588235294117647,0.28823529411764703,0.0058823529411764705
220,11904002,2019,0.0,0.6346153846153846,0.0,0.0,0,156,0.4551282051282051,0.5833333333333334,0.07051282051282051,0.2948717948717949,0.0
221,11904002,2021,0.0,0.4691358024691358,0.0,0.0,0,162,0.5493827160493827,0.5740740740740741,0.07407407407407407,0.30864197530864196,0.006172839506172839
222,12901001,2015,0.0,0.5952380952380952,0.0,0.0,0,42,0.5952380952380952,0.6666666666666666,0.047619047619047616,0.19047619047619047,0.023809523809523808
223,12901001,2016,0.0,0.3137254901960784,0.0,0.0,0,51,0.5490196078431373,0.6470588235294118,0.0392156862745098,0.17647058823529413,0.0392156862745098
224,12901001,2017,0.0,0.5217391304347826,0.0,0.0,0,46,0.5869565217391305,0.6739130434782609,0.043478260869565216,0.2391304347826087,0.0
225,12901001,2018,0.0,0.6530612244897959,0.0,0.0,0,49,0.5714285714285714,0.7551020408163265,0.02040816326530612,0.12244897959183673,0.02040816326530612
226,12901001,2019,0.0,0.8378378378378378,0.0,0.0,0,37,0.40540540540540543,0.7837837837837838,0.0,0.1891891891891892,0.02702702702702703
227,12901001,2021,0.0,0.6041666666666666,0.0,0.0,0,48,0.5416666666666666,0.6666666666666666,0.0,0.2916666666666667,0.0
228,13901001,2015,0.0,0.21296296296296297,0.0,0.0,0,324,0.6388888888888888,0.1419753086419753,0.024691358024691357,0.8117283950617284,0.009259259259259259
229,13901001,2016,0.0,0.17277486910994763,0.0,0.0,0,382,0.6596858638743456,0.11780104712041885,0.010471204188481676,0.8664921465968587,0.002617801047120419
230,13901001,2017,0.0,0.2397094430992736,0.0,0.0,0,413,0.7215496368038741,0.12106537530266344,0.024213075060532687,0.8450363196125908,0.0
231,13901001,2018,0.0,0.2793733681462141,0.0,0.0,0,383,0.0731070496083551,0.13838120104438642,0.03655352480417755,0.804177545691906,0.007832898172323759
232,13901001,2019,0.0,0.30844155844155846,0.0,0.0,0,308,0.7597402597402597,0.11038961038961038,0.025974025974025976,0.8603896103896104,0.003246753246753247
233,13901001,2021,0.0,0.43243243243243246,0.0,0.0,0,259,0.8185328185328186,0.13513513513513514,0.003861003861003861,0.8494208494208494,0.0
234,13903001,2015,0.0,0.38636363636363635,0.0,0.0,0,44,0.5454545454545454,0.2727272727272727,0.0,0.6818181818181818,0.022727272727272728
235,13903001,2016,0.0,0.30612244897959184,0.0,0.0,0,49,0.5918367346938775,0.3469387755102041,0.02040816326530612,0.6122448979591837,0.0
236,13903001,2017,0.0,0.38636363636363635,0.0,0.0,0,44,0.7045454545454546,0.25,0.045454545454545456,0.6818181818181818,0.0
237,13903001,2018,0.0,0.2608695652173913,0.0,0.0,0,46,0.8478260869565217,0.21739130434782608,0.06521739130434782,0.717391304347826,0.0
238,13903001,2019,0.0,0.3611111111111111,0.0,0.0,0,36,0.6388888888888888,0.2222222222222222,0.027777777777777776,0.75,0.0
