,RCDTS,Charter,totaltested,elapass,white,black,hispanic,lowincome,year,closedper,hybridper,inpersonper,virtualper,remote
141,110703000260004,0,72.0,0.221,0.9722222222222222,0.0,0.0,0.3611111111111111,2019,0.0,0.0,1.0,0.0,0.0
142,110703000260004,0,69.0,0.42,0.8840579710144928,0.0,0.0,0.4492753623188406,2018,0.0,0.0,1.0,0.0,0.0
143,110703000260004,0,82.0,0.38799999999999996,0.926829268292683,0.024390243902439,0.0121951219512195,0.4634146341463415,2017,0.0,0.0,1.0,0.0,0.0
144,110703020260001,0,39.0,0.256,1.0,0.0,0.0,0.4358974358974359,2021,0.0909090909090909,0.4545454545454545,0.4545454545454545,0.0,0.3181818181818181
145,110703020260001,0,41.0,0.205,0.975609756097561,0.0,0.0,0.4146341463414634,2019,0.0,0.0,1.0,0.0,0.0
146,110703020260001,0,43.0,0.303,0.9767441860465116,0.0,0.0,0.4418604651162791,2018,0.0,0.0,1.0,0.0,0.0
147,110703020260001,0,47.0,0.38299999999999995,0.9787234042553192,0.0,0.0,0.3404255319148936,2017,0.0,0.0,1.0,0.0,0.0
148,110870010260002,0,26.0,0.26899999999999996,0.9615384615384616,0.0,0.0,0.3846153846153846,2021,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0,0.1363636363636362
149,110870010260002,0,19.0,0.053,1.0,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
150,110870010260002,0,28.0,0.214,1.0,0.0,0.0,0.0,2018,0.0,0.0,1.0,0.0,0.0
151,110870010260002,0,76.0,0.318,1.0,0.0,0.0,0.4342105263157895,2017,0.0,0.0,1.0,0.0,0.0
152,11087003A260001,0,24.0,0.042,1.0,0.0,0.0,0.5,2021,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0909090909090909
153,11087003A260001,0,23.0,0.087,1.0,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
154,11087003A260001,0,32.0,0.40700000000000003,1.0,0.0,0.0,0.65625,2018,0.0,0.0,1.0,0.0,0.0
155,11087003A260001,0,120.0,0.217,1.0,0.0,0.0,0.7,2017,0.0,0.0,1.0,0.0,0.0
156,110870040260001,0,78.0,0.217,1.0,0.0,0.0,0.3461538461538461,2021,0.0,0.0,1.0,0.0,0.0
157,110870040260001,0,69.0,0.348,0.9420289855072465,0.0,0.0,0.4347826086956521,2019,0.0,0.0,1.0,0.0,0.0
158,110870040260001,0,71.0,0.28200000000000003,0.9859154929577464,0.0,0.0,0.4366197183098591,2018,0.0,0.0,1.0,0.0,0.0
159,110870040260001,0,94.0,0.34,0.9893617021276596,0.0,0.0,0.2553191489361702,2017,0.0,0.0,1.0,0.0,0.0
160,11087005A260001,0,32.0,0.282,1.0,0.0,0.0,0.4375,2021,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0,0.1363636363636362
161,11087005A260001,0,17.0,0.47100000000000003,1.0,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
162,11087005A260001,0,26.0,0.307,1.0,0.0,0.0,0.4230769230769231,2018,0.0,0.0,1.0,0.0,0.0
163,11087005A260001,0,32.0,0.25,0.96875,0.0,0.0,0.25,2017,0.0,0.0,1.0,0.0,0.0
164,110870210260001,0,51.0,0.215,1.0,0.0,0.0,0.2352941176470588,2021,0.0909090909090909,0.3636363636363636,0.3636363636363636,0.1818181818181818,0.4545454545454546
165,110870210260001,0,56.0,0.304,0.8928571428571429,0.0,0.0,0.3392857142857143,2019,0.0,0.0,1.0,0.0,0.0
166,110870210260001,0,62.0,0.32299999999999995,0.9516129032258064,0.0,0.0,0.5,2018,0.0,0.0,1.0,0.0,0.0
167,110870210260001,0,53.0,0.396,0.981132075471698,0.0,0.0,0.2641509433962264,2017,0.0,0.0,1.0,0.0,0.0
168,120130250260001,0,48.0,0.16699999999999998,0.9583333333333334,0.0,0.0,0.3958333333333333,2021,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0909090909090909
169,120130250260001,0,47.0,0.319,0.9787234042553192,0.0,0.0,0.3191489361702128,2019,0.0,0.0,1.0,0.0,0.0
170,120130250260001,0,49.0,0.306,0.9387755102040816,0.0,0.0,0.3265306122448979,2018,0.0,0.0,1.0,0.0,0.0
171,120130250260001,0,39.0,0.359,1.0,0.0,0.0,0.3076923076923077,2017,0.0,0.0,1.0,0.0,0.0
172,120130350260001,0,77.0,0.16899999999999998,0.961038961038961,0.0,0.0,0.2467532467532467,2021,0.0909090909090909,0.0,0.8181818181818182,0.0909090909090909,0.1818181818181817
173,120130350260001,0,57.0,0.322,0.9649122807017544,0.0,0.0,0.5087719298245614,2019,0.0,0.0,1.0,0.0,0.0
174,120130350260001,0,94.0,0.309,0.9148936170212766,0.0,0.0,0.4574468085106383,2018,0.0,0.0,1.0,0.0,0.0
175,120130350260001,0,82.0,0.38299999999999995,0.9878048780487804,0.0,0.0,0.4512195121951219,2017,0.0,0.0,1.0,0.0,0.0
176,120170010260001,0,28.0,0.28600000000000003,0.8214285714285714,0.0,0.0,0.0,2021,0.0909090909090909,0.2727272727272727,0.6363636363636364,0.0,0.2272727272727273
177,120170010260001,0,28.0,0.29600000000000004,0.9642857142857144,0.0,0.0,0.6428571428571429,2019,0.0,0.0,1.0,0.0,0.0
178,120170010260001,0,27.0,0.40700000000000003,0.9629629629629628,0.0,0.0,0.0,2018,0.0,0.0,1.0,0.0,0.0
179,120170010260001,0,18.0,0.444,1.0,0.0,0.0,0.3888888888888889,2017,0.0,0.0,1.0,0.0,0.0
180,120170020260001,0,109.0,0.266,0.908256880733945,0.0,0.0,0.3577981651376147,2021,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0909090909090909
181,120170020260001,0,105.0,0.295,0.9428571428571428,0.0,0.0,0.3714285714285714,2019,0.0,0.0,1.0,0.0,0.0
182,120170020260001,0,100.0,0.42,0.88,0.0,0.0,0.31,2018,0.0,0.0,1.0,0.0,0.0
183,120170020260001,0,113.0,0.315,0.911504424778761,0.0176991150442477,0.0176991150442477,0.3716814159292035,2017,0.0,0.0,1.0,0.0,0.0
184,120170030260001,0,18.0,0.223,1.0,0.0,0.0,0.0,2021,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0,0.1363636363636362
185,120170030260001,0,21.0,0.42900000000000005,1.0,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
186,120170030260001,0,25.0,0.24,1.0,0.0,0.0,0.0,2018,0.0,0.0,1.0,0.0,0.0
187,120170030260001,0,26.0,0.385,1.0,0.0,0.0,0.1923076923076923,2017,0.0,0.0,1.0,0.0,0.0
188,120170040260001,0,41.0,0.122,1.0,0.0,0.0,0.4634146341463415,2021,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0,0.1363636363636362
189,120170040260001,0,41.0,0.25,0.951219512195122,0.0,0.0,0.3658536585365853,2019,0.0,0.0,1.0,0.0,0.0
