,RCDTS,City,County,District Size,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Low Income,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,% Graduates enrolled in a Postsecondary Institution within 12 months,% Graduates enrolled in a Postsecondary Institution within 12 months - Private Institution,% Graduates enrolled in a Postsecondary Institution within 12 months - Four-year Institution,Year
1750,340491130170001,Deerfield,Lake,LARGE,1634,87.1,3.9,176.0,2.0,0.5,0.7,0.4,1.5,97.9,98.1,97.7,98.2,100.0,23.1,96.6,10.5,23.0,89.5,28.4,78.5,2019
1751,340491130170002,Highland Park,Lake,LARGE,1978,69.0,13.9,176.0,2.6,0.9,1.1,0.6,1.4,90.9,89.9,91.9,92.4,83.3,22.4,95.4,17.4,25.7,84.7,30.7,70.9,2019
1752,340491150160001,Lake Forest,Lake,MEDIUM,1585,84.8,1.2,176.0,1.5,0.9,1.2,0.6,4.5,99.2,98.5,100.0,99.1,100.0,25.8,94.1,15.3,65.8,87.8,39.5,78.5,2019
1753,340491160260006,Round Lake,Lake,LARGE,2219,13.2,71.2,176.0,7.9,4.3,5.2,3.3,2.8,89.2,88.7,89.7,87.1,90.0,23.3,89.0,27.1,28.3,64.1,12.7,19.1,2019
1754,340491170160001,Antioch,Lake,MEDIUM,1339,77.1,17.1,175.0,5.4,1.6,1.7,1.5,5.0,95.4,92.6,98.1,95.0,87.7,22.7,87.0,18.0,46.1,80.3,11.4,43.8,2019
1755,340491170160002,Lake Villa,Lake,MEDIUM,1338,79.2,12.0,175.0,4.1,0.7,0.5,0.9,1.7,96.3,94.7,98.2,96.6,89.8,22.7,84.3,15.3,37.3,82.4,22.2,53.6,2019
1756,340491180260005,Wauconda,Lake,LARGE,1369,60.0,37.8,174.0,5.4,2.8,3.0,2.7,4.8,87.1,87.5,86.4,86.0,81.9,26.5,86.4,18.8,31.0,73.9,11.7,37.4,2019
1757,340491200130001,Mundelein,Lake,MEDIUM,2026,41.3,29.4,175.0,5.6,3.6,4.0,3.1,5.7,86.4,85.4,87.7,90.9,81.6,25.0,93.8,9.7,16.0,75.3,20.0,46.2,2019
1758,340491210170001,Gurnee,Lake,LARGE,3911,39.2,16.5,176.0,10.3,2.0,2.1,1.9,2.8,93.1,89.7,96.6,94.5,86.5,23.3,93.7,16.4,35.6,78.4,15.6,45.5,2019
1759,340491240160001,Fox Lake,Lake,MEDIUM,1808,61.9,32.7,177.0,6.3,3.4,4.0,2.7,4.5,89.8,88.3,91.4,90.2,84.8,20.4,90.8,17.1,25.1,76.8,13.8,33.1,2019
1760,340491250130001,Lincolnshire,Lake,LARGE,4261,54.7,5.3,177.0,3.1,1.6,1.7,1.4,1.9,97.9,98.0,97.8,97.6,91.8,23.5,92.5,10.0,25.8,91.8,22.7,75.5,2019
1761,340491260170001,Zion,Lake,MEDIUM,2207,18.0,57.0,176.0,15.2,7.1,7.8,6.3,7.3,78.9,74.2,83.7,78.0,76.9,21.7,88.8,35.5,42.5,64.8,12.6,29.1,2019
1762,340491260170002,Zion,Lake,MEDIUM,350,26.3,46.6,176.0,6.2,5.4,6.3,4.4,5.6,84.9,85.7,84.1,76.7,86.5,13.3,89.3,11.7,15.9,62.5,12.5,33.3,2019
1763,340491270160001,Grayslake,Lake,MEDIUM,1335,59.3,10.7,176.0,4.5,1.6,1.9,1.3,4.3,95.3,94.3,96.3,96.1,87.5,21.7,91.9,13.5,32.1,84.1,15.9,50.6,2019
1764,340491270160002,Grayslake,Lake,MEDIUM,1457,60.8,12.6,176.0,4.4,1.3,1.2,1.5,2.6,96.1,95.4,96.8,96.7,97.3,22.5,94.2,17.5,33.2,84.2,18.6,44.9,2019
1765,340491280160002,Libertyville,Lake,MEDIUM,1857,80.7,4.7,176.0,2.2,0.3,0.6,0.0,1.1,96.2,96.3,96.2,96.6,84.6,23.0,94.6,5.5,7.2,92.2,29.8,75.5,2019
1766,340491280160004,Vernon Hills,Lake,MEDIUM,1459,59.4,10.5,176.0,3.2,1.1,1.3,0.8,1.9,95.6,95.0,96.1,95.4,87.5,21.9,91.4,6.0,11.5,91.2,23.4,65.1,2019
1767,340491870260001,North Chicago,Lake,LARGE,757,1.5,98.9,174.0,17.8,13.3,16.1,10.3,13.3,66.8,62.1,72.4,,68.1,22.2,74.7,67.5,66.2,54.4,13.6,17.7,2019
1768,340492200260004,Barrington,Lake,LARGE,2920,64.5,18.3,174.0,3.4,0.9,1.1,0.6,2.1,96.8,95.8,97.8,97.1,90.6,23.8,92.2,4.0,10.5,86.2,22.5,65.8,2019
1769,350500010260001,Leland,La Salle,SMALL,71,80.3,45.1,174.0,12.7,2.4,4.4,0.0,0.0,87.5,84.6,90.9,90.9,75.0,11.5,86.4,17.0,19.4,50.0,8.3,8.3,2019
1770,350500020260001,Serena,La Salle,MEDIUM,210,88.1,29.0,173.0,7.5,2.7,2.5,2.9,3.1,93.1,96.7,89.3,92.6,92.9,15.2,75.0,11.9,21.7,55.8,2.3,7.0,2019
1771,350500090260001,Earlville,La Salle,SMALL,133,86.5,33.8,173.0,8.8,1.4,0.0,2.9,0.0,94.3,93.8,94.7,93.3,90.0,14.4,59.0,27.0,37.8,59.3,22.2,25.9,2019
1772,350500400170001,Streator,La Salle,MEDIUM,844,70.1,47.7,175.0,12.0,6.0,6.1,5.9,9.5,81.0,77.0,86.5,83.2,74.2,21.3,94.2,33.8,53.6,53.2,6.4,15.5,2019
1773,350501200170001,La Salle,La Salle,MEDIUM,1238,74.1,41.4,171.0,14.5,4.6,4.7,4.6,8.5,86.0,84.0,87.8,87.5,72.9,22.8,91.5,20.7,34.4,76.2,10.3,23.4,2019
1774,350501400170001,Ottawa,La Salle,MEDIUM,1301,82.5,35.4,171.0,12.0,5.3,5.5,5.1,9.1,85.3,81.8,89.1,86.0,76.3,21.8,92.4,33.0,50.4,65.8,10.3,22.6,2019
1775,350501600170001,Seneca,La Salle,SMALL,428,88.6,29.2,175.0,6.2,0.5,0.5,0.5,1.6,92.6,92.2,93.0,92.8,84.8,14.4,91.0,10.8,25.3,66.7,19.5,28.7,2019
1776,350502800170001,Mendota,La Salle,SMALL,556,56.8,48.0,170.0,8.4,3.7,4.4,3.0,5.6,87.1,84.4,89.5,83.7,82.3,20.2,93.3,22.2,29.1,67.2,7.2,15.2,2019
1777,350590050260001,Henry,Marshall,MEDIUM,154,98.7,49.4,171.0,9.7,5.9,9.3,2.4,10.5,94.7,95.5,93.8,94.6,90.5,14.4,79.2,23.9,38.8,88.9,13.9,30.6,2019
1778,350590070260001,Varna,Marshall,MEDIUM,195,96.4,31.3,171.0,4.2,1.4,2.6,0.0,2.7,97.0,95.7,100.0,97.0,90.9,18.4,72.5,12.2,16.4,67.6,8.1,13.5,2019
1779,350785350260002,Granville,Putnam,MEDIUM,265,87.2,38.5,172.0,7.7,6.2,8.1,4.3,10.7,86.7,76.9,97.2,89.1,80.0,15.2,81.9,25.5,40.1,73.5,12.2,18.4,2019
1780,390550010260001,Argenta,Macon,MEDIUM,280,86.8,37.1,171.0,8.8,3.6,3.7,3.5,4.9,85.5,82.9,88.6,88.1,83.3,18.6,84.2,20.1,32.1,70.0,14.3,24.3,2019
1781,390550020260001,Maroa,Macon,MEDIUM,379,87.6,18.5,175.0,6.4,3.2,2.5,3.9,5.1,94.7,90.9,98.0,95.1,84.2,19.9,85.1,16.1,35.9,75.3,17.3,45.7,2019
1782,390550030260001,Mount Zion,Macon,LARGE,757,93.3,16.0,175.0,6.1,2.4,2.1,2.7,6.1,94.0,92.0,95.7,94.2,85.7,22.1,92.3,3.4,11.5,81.0,16.9,48.4,2019
1783,390550090260001,Niantic,Macon,MEDIUM,217,94.0,35.0,175.0,9.2,5.1,5.6,4.5,7.9,88.9,84.6,91.9,88.3,83.3,15.3,88.9,10.5,16.3,61.7,12.8,27.7,2019
1784,390550110260001,Warrensburg,Macon,MEDIUM,309,90.3,28.2,172.0,7.8,3.3,1.1,6.0,2.9,89.3,89.7,88.9,88.2,90.5,19.3,81.1,19.0,33.6,76.8,13.0,29.0,2019
1785,390550150260001,Macon,Macon,MEDIUM,259,95.4,26.6,175.0,10.6,4.9,4.1,5.8,8.6,82.3,76.9,87.5,81.3,72.0,15.1,90.7,16.3,24.8,68.7,10.5,31.3,2019
1786,390550610250036,Decatur,Macon,LARGE,989,36.4,68.1,174.0,20.1,5.9,6.8,4.8,5.6,74.2,77.6,71.1,70.6,76.9,20.7,76.8,50.9,52.9,50.6,13.1,22.8,2019
1787,390550610250038,Decatur,Macon,LARGE,1120,37.1,58.9,174.0,17.8,5.5,4.0,7.0,4.8,74.0,66.4,82.9,81.7,73.7,22.5,70.9,48.0,55.9,60.2,12.2,20.8,2019
1788,390740050260001,Bement,Piatt,SMALL,97,95.9,38.1,175.0,16.9,3.8,3.3,4.3,6.8,88.9,91.7,83.3,91.2,76.9,11.3,84.6,20.2,26.2,54.6,0.0,13.6,2019
1789,390740250260001,Monticello,Piatt,MEDIUM,534,95.9,23.2,175.0,5.4,1.1,1.8,0.4,3.3,97.8,97.2,98.5,97.7,92.3,20.1,86.5,15.6,36.0,77.6,15.9,34.6,2019
1790,390740570260001,De Land,Piatt,SMALL,67,98.5,55.2,173.0,17.3,1.5,3.1,0.0,2.8,88.9,,90.0,88.9,90.9,10.5,73.3,30.1,49.1,66.7,8.3,16.7,2019
1791,390741000260001,Cerro Gordo,Piatt,MEDIUM,222,94.1,38.7,175.0,5.8,4.2,3.1,5.6,1.7,83.7,88.9,75.0,85.7,78.6,16.6,79.2,17.8,27.6,63.4,12.2,19.5,2019
1792,400070400260001,Hardin,Calhoun,SMALL,128,99.2,31.3,175.0,8.8,4.5,6.0,3.0,12.8,93.3,88.9,100.0,93.1,,12.4,83.3,16.0,30.7,78.4,13.5,24.3,2019
1793,400070420260001,Brussels,Calhoun,SMALL,74,95.9,39.2,176.0,3.5,1.7,3.3,0.0,0.0,94.1,90.0,,94.1,,10.1,88.0,7.1,8.3,111.8,11.8,29.4,2019
1794,400310010260003,Carrollton,Greene,MEDIUM,201,96.0,49.3,175.0,9.1,1.9,3.7,0.0,2.7,89.1,83.3,94.1,90.0,78.6,17.5,76.9,18.3,30.0,82.0,18.0,28.0,2019
1795,400310030260001,White Hall,Greene,MEDIUM,372,96.5,64.2,175.0,12.8,2.9,1.5,4.2,4.2,82.8,81.3,84.4,83.9,77.1,15.3,82.6,26.3,33.8,62.3,7.6,20.8,2019
1796,400310100260001,Greenfield,Greene,SMALL,130,98.5,39.2,175.0,3.9,1.5,3.2,0.0,3.6,85.7,84.6,86.4,88.2,80.0,14.5,94.4,9.3,18.9,51.7,13.8,17.2,2019
1797,400421000260001,Jerseyville,Jersey,LARGE,992,96.6,36.7,174.0,5.0,3.1,3.6,2.5,4.6,86.9,84.7,89.2,87.6,73.8,22.7,87.4,15.0,27.8,68.5,11.0,26.0,2019
1798,400560010260002,Carlinville,Macoupin,MEDIUM,467,91.0,43.7,175.0,7.5,3.5,3.0,4.1,6.0,83.2,76.8,92.0,85.2,69.8,25.1,90.3,19.8,30.7,68.4,13.7,47.4,2019
1799,400560020260004,Palmyra,Macoupin,SMALL,95,98.9,57.9,174.0,9.7,3.9,3.7,4.1,6.8,83.9,86.7,81.3,83.9,75.0,8.9,80.0,9.4,13.0,55.0,10.0,25.0,2019
1800,400560050260001,Mount Olive,Macoupin,SMALL,126,100.0,45.2,175.0,2.1,1.5,1.5,1.5,3.3,85.3,78.6,90.0,85.3,91.7,12.3,71.4,12.9,20.8,67.6,21.6,46.0,2019
1801,400560060260001,Staunton,Macoupin,MEDIUM,375,95.7,31.2,175.0,9.7,3.3,2.5,4.2,6.8,96.0,97.9,94.2,95.9,88.9,18.9,88.4,10.2,17.5,65.5,16.1,39.1,2019
1802,400560070260003,Gillespie,Macoupin,MEDIUM,376,96.3,53.7,175.0,13.7,4.5,3.0,6.1,5.9,87.4,91.2,80.0,86.4,82.2,19.4,87.7,34.2,46.8,52.9,8.2,21.2,2019
1803,400560080260001,Bunker Hill,Macoupin,MEDIUM,220,94.1,42.7,175.0,5.3,3.7,4.1,3.3,2.4,90.5,90.0,90.9,91.9,94.7,15.9,87.0,13.4,19.8,65.3,10.2,22.5,2019
1804,400560090260001,Piasa,Macoupin,MEDIUM,471,94.5,36.3,175.0,6.6,2.3,2.8,1.7,4.4,89.3,85.0,93.5,89.2,79.5,19.7,88.3,12.3,19.7,66.7,11.4,24.6,2019
1805,400560340260001,Virden,Macoupin,MEDIUM,402,92.5,54.5,174.0,11.8,7.3,9.8,4.3,8.0,84.9,77.8,92.7,84.3,78.4,21.4,82.7,27.1,37.6,55.8,10.5,30.5,2019
1806,410570010260001,Roxana,Madison,LARGE,536,90.9,51.1,175.0,10.0,4.6,5.5,3.7,7.7,89.3,83.6,95.3,89.1,83.1,19.5,89.6,28.9,42.3,64.2,6.4,26.6,2019
1807,410570020260001,Troy,Madison,LARGE,1136,91.1,18.1,174.0,4.4,1.7,2.2,1.1,2.3,95.0,92.9,97.5,95.2,88.4,21.1,95.2,9.2,20.5,80.1,14.6,44.7,2019
1808,410570050260001,Highland,Madison,LARGE,899,96.9,27.5,174.0,4.8,3.2,4.3,2.0,5.7,90.5,88.3,92.7,92.1,77.5,23.1,89.4,12.2,23.7,82.3,14.3,54.7,2019
1809,410570070260001,Edwardsville,Madison,LARGE,2359,80.9,16.2,174.0,8.5,3.4,4.2,2.5,7.0,92.6,89.8,95.6,92.8,73.5,27.8,90.9,16.8,40.5,84.7,14.8,63.3,2019
1810,410570080260001,Bethalto,Madison,LARGE,754,91.9,37.3,175.0,6.1,3.3,3.6,3.0,5.3,93.5,89.7,98.6,93.1,85.5,23.3,85.0,21.5,36.5,68.7,6.6,22.9,2019
1811,410570090260001,Granite City,Madison,LARGE,1821,70.5,47.4,174.0,10.6,6.1,6.5,5.7,8.5,70.3,66.0,74.9,72.9,55.4,27.1,92.8,26.1,38.5,56.2,10.3,26.5,2019
1812,410570100260001,Collinsville,Madison,LARGE,1896,62.1,54.2,174.0,10.7,5.3,5.5,5.0,6.9,88.0,87.1,88.9,87.9,82.6,20.2,94.3,26.0,36.6,66.0,10.6,33.8,2019
1813,410570110260001,Alton,Madison,LARGE,1969,63.4,44.4,174.0,9.5,6.0,6.9,5.1,9.9,85.7,82.8,88.9,88.2,78.9,25.2,87.7,29.7,43.5,62.7,9.0,28.2,2019
1814,410570120260001,Madison,Madison,MEDIUM,181,3.3,100.0,176.0,14.2,8.7,7.6,9.9,8.6,86.6,81.6,93.1,,87.7,14.2,64.3,100.0,100.0,41.7,11.1,30.6,2019
1815,410570140160001,Wood River,Madison,SMALL,597,86.1,62.0,174.0,18.6,3.9,6.0,1.4,4.7,85.1,80.0,92.9,85.7,83.3,23.7,92.3,26.0,34.9,59.3,4.6,17.6,2019
1816,440630120260002,Johnsburg,McHenry,LARGE,593,90.2,22.3,174.0,4.8,3.5,3.6,3.4,3.9,89.3,90.0,88.4,89.7,75.0,21.2,83.5,11.9,18.6,76.7,20.3,39.3,2019
1817,440630190240002,Hebron,McHenry,SMALL,110,75.5,29.1,175.0,8.3,0.9,0.0,1.6,0.0,80.0,73.3,85.0,80.0,,11.5,74.1,21.5,42.6,66.7,13.3,36.7,2019
1818,440630500260001,Harvard,McHenry,LARGE,740,32.4,43.2,174.0,7.2,5.7,6.5,4.8,7.0,83.6,79.5,87.4,79.2,80.5,17.0,93.2,31.6,38.7,54.2,9.7,15.3,2019
1819,440631540160001,Marengo,McHenry,MEDIUM,665,77.7,28.0,174.0,6.1,1.7,1.6,1.9,3.0,90.5,90.7,90.2,91.4,83.3,20.6,92.9,14.5,23.8,74.9,14.3,39.4,2019
1820,440631550160001,Crystal Lake,McHenry,LARGE,1477,71.1,28.1,176.0,4.8,2.0,2.5,1.6,3.6,95.6,92.6,98.9,95.6,89.7,22.4,92.9,15.8,29.3,77.9,12.0,45.8,2019
1821,440631550160002,Cary,McHenry,LARGE,1644,81.9,17.0,176.0,3.3,1.3,1.6,1.0,2.9,94.8,94.9,94.8,96.0,88.0,23.7,93.9,13.4,29.8,84.8,21.2,56.6,2019
1822,440631550160003,Crystal Lake,McHenry,LARGE,1480,77.5,23.0,176.0,7.8,1.3,1.9,0.6,1.3,97.1,96.3,98.1,96.8,92.3,22.2,91.7,16.0,27.8,78.4,15.4,48.7,2019
1823,440631550160004,Crystal Lake,McHenry,LARGE,1371,85.5,11.2,176.0,3.6,0.9,0.7,1.2,2.4,95.6,96.0,95.3,96.2,88.6,23.2,91.6,9.4,16.1,81.7,15.9,52.2,2019
1824,440631560160001,McHenry,McHenry,MEDIUM,1443,69.6,33.5,175.0,8.8,3.0,3.6,2.3,4.0,92.4,89.2,96.2,93.7,90.8,23.2,86.3,18.4,28.8,75.5,16.8,40.4,2019
1825,440631560160002,McHenry,McHenry,MEDIUM,700,81.4,29.3,175.0,6.4,4.5,4.9,4.0,7.4,92.0,89.7,94.3,91.2,89.7,19.7,86.4,21.7,36.9,57.9,9.8,27.9,2019
1826,440631570160001,Richmond,McHenry,MEDIUM,636,88.2,11.5,175.0,4.3,3.0,2.1,3.9,7.6,94.0,95.1,92.9,93.8,72.2,19.3,92.3,16.7,39.7,83.4,16.6,54.4,2019
1827,440631580220002,Huntley,McHenry,LARGE,3082,74.5,10.9,174.0,3.5,1.1,1.1,1.2,1.9,91.3,88.9,93.9,91.1,78.9,26.1,90.6,16.7,31.0,84.5,17.9,49.0,2019
1828,440632000260008,Woodstock,McHenry,LARGE,1008,55.1,39.3,174.0,23.8,1.8,2.8,0.6,1.6,95.8,96.4,95.3,96.7,94.0,22.9,89.4,11.0,16.7,73.3,11.4,30.9,2019
1829,440632000260009,Woodstock,McHenry,LARGE,949,62.6,33.3,174.0,22.1,2.5,3.6,1.3,5.1,96.4,94.2,99.0,97.8,92.5,21.7,90.4,15.7,22.7,67.6,9.1,26.9,2019
1830,450670030260001,Valmeyer,Monroe,SMALL,115,95.7,16.5,175.0,4.3,2.4,2.9,1.8,5.6,92.3,100.0,87.5,92.0,,12.5,95.2,17.8,51.3,72.7,24.2,45.5,2019
1831,450670040260001,Columbia,Monroe,LARGE,629,93.5,9.9,174.0,2.5,1.2,1.7,0.7,2.8,98.1,100.0,96.2,99.3,92.9,22.8,91.8,8.3,21.5,86.2,13.8,66.0,2019
1832,450670050260001,Waterloo,Monroe,LARGE,802,95.5,16.8,174.0,5.3,2.5,2.3,2.7,5.9,90.0,92.4,87.3,90.5,83.0,22.3,92.1,11.7,27.1,76.4,15.3,43.2,2019
1833,450790010220001,Coulterville,Randolph,SMALL,53,92.5,62.3,174.0,2.7,0.0,0.0,0.0,0.0,94.4,,90.9,94.4,,8.5,86.7,8.9,13.9,70.6,5.9,11.8,2019
1834,450791320260001,Red Bud,Randolph,MEDIUM,391,95.7,34.5,175.0,9.1,1.7,2.3,1.0,3.2,90.1,89.4,90.9,89.2,75.0,20.0,88.9,14.5,32.6,61.6,9.1,20.2,2019
1835,450791380260001,Steeleville,Randolph,SMALL,148,97.3,27.7,174.0,11.4,1.3,1.3,1.4,2.4,85.3,93.3,78.9,85.3,61.5,14.8,91.4,12.1,28.3,67.7,5.9,23.5,2019
1836,450791390260001,Chester,Randolph,MEDIUM,332,88.9,38.6,174.0,8.9,4.3,3.8,4.7,6.3,83.3,80.6,85.7,81.4,65.4,21.4,76.1,15.3,30.3,62.1,13.6,34.9,2019
1837,450791400260001,Sparta,Randolph,MEDIUM,332,79.5,49.4,175.0,11.7,6.6,7.1,6.2,8.8,77.3,79.5,75.5,81.5,65.9,19.9,84.2,31.7,44.8,54.7,4.7,7.8,2019
1838,470521700220001,Dixon,Lee,LARGE,754,84.4,36.2,175.0,9.5,3.5,4.1,2.8,5.6,86.7,87.5,85.7,87.9,71.8,23.7,92.9,22.6,35.2,59.1,9.1,16.7,2019
1839,470522710260004,Paw Paw,Lee,SMALL,88,85.2,36.4,171.0,12.7,4.9,6.3,3.4,0.0,76.5,80.0,,75.0,,9.5,75.0,,,80.0,0.0,0.0,2019
1840,470522720260001,Amboy,Lee,MEDIUM,207,94.2,40.1,172.0,14.0,3.1,1.9,4.2,3.4,80.3,75.0,86.7,80.0,71.0,16.6,83.6,15.1,25.5,73.2,16.1,33.9,2019
1841,470522750260001,Ashton,Lee,MEDIUM,229,90.0,44.5,174.0,8.0,1.9,2.5,1.3,1.4,97.2,100.0,94.4,97.1,100.0,18.2,80.0,4.9,6.3,68.4,13.2,18.4,2019
1842,470712120170001,Rochelle,Ogle,MEDIUM,856,60.7,24.5,174.0,12.0,2.4,2.7,2.2,3.9,93.1,90.4,95.9,93.1,83.6,20.0,85.9,14.6,22.6,56.9,6.5,17.1,2019
1843,470712200260001,Oregon,Ogle,MEDIUM,398,85.2,39.4,172.0,13.3,2.7,2.8,2.5,5.3,90.5,91.2,89.6,90.1,82.2,18.0,80.0,20.0,30.5,55.7,9.3,21.4,2019
1844,470712210260004,Forreston,Ogle,MEDIUM,430,89.5,32.1,168.0,5.1,1.2,1.6,0.8,0.0,91.1,90.3,92.0,90.4,84.6,18.3,92.4,10.8,19.3,66.2,14.1,22.5,2019
1845,470712220260004,Polo,Ogle,MEDIUM,171,93.0,43.3,172.0,7.8,1.1,2.2,0.0,1.4,94.1,89.3,100.0,93.6,85.0,14.4,85.0,8.8,11.4,59.3,9.3,18.5,2019
1846,470712230260003,Stillman Valley,Ogle,MEDIUM,567,85.5,20.6,170.0,5.1,2.3,1.7,2.9,2.3,94.9,94.3,95.5,95.8,92.9,21.8,85.6,13.8,26.5,70.6,11.1,36.5,2019
1847,470712260260001,Byron,Ogle,MEDIUM,465,86.9,26.7,171.0,7.3,2.1,2.8,1.3,3.0,88.7,88.6,88.9,89.1,92.6,17.3,90.7,16.3,29.0,62.2,13.4,30.7,2019
1848,470980010260001,Erie,Whiteside,MEDIUM,204,93.6,28.4,175.0,9.6,1.8,0.9,2.9,1.5,97.9,100.0,96.6,100.0,100.0,13.4,89.2,15.6,28.3,64.6,14.6,37.5,2019
1849,470980020260001,Fulton,Whiteside,MEDIUM,277,92.8,32.5,171.0,7.2,3.4,1.4,5.3,6.7,95.4,90.3,100.0,95.0,92.3,18.6,86.9,16.5,25.6,51.4,14.9,21.6,2019
1850,470980030260001,Prophetstown,Whiteside,MEDIUM,212,91.0,47.6,171.0,6.5,6.3,7.2,5.0,8.0,84.1,80.0,91.3,85.2,72.7,15.2,74.5,24.7,38.1,55.3,2.1,31.9,2019
1851,470980050260014,Sterling,Whiteside,LARGE,1012,54.3,55.6,173.0,15.3,6.6,7.3,5.8,8.1,85.7,81.0,91.7,85.9,79.3,21.7,88.8,21.7,28.7,56.3,9.4,21.4,2019
1852,470980060260001,Morrison,Whiteside,MEDIUM,269,93.7,33.1,171.0,6.0,5.7,6.0,5.4,14.0,87.9,83.3,91.7,88.7,71.4,16.1,75.0,17.2,32.9,66.1,11.9,22.0,2019
1853,470983010170001,Rock Falls,Whiteside,SMALL,654,70.2,50.6,175.0,6.2,2.7,3.4,2.0,3.8,96.1,93.3,98.7,97.1,95.8,21.5,96.7,8.9,13.0,54.1,7.5,13.7,2019
1854,480721500250023,Peoria,Peoria,LARGE,824,8.5,82.3,174.0,35.8,14.5,14.7,14.4,12.8,58.4,56.8,59.8,60.0,61.7,18.3,81.2,91.1,90.2,81.7,5.2,13.9,2019
1855,480721500250024,Peoria,Peoria,LARGE,1229,12.2,73.0,174.0,30.7,12.1,12.5,11.8,11.5,63.5,58.8,68.0,52.2,67.1,23.8,84.4,92.1,95.2,85.5,9.0,21.4,2019
1856,480721500250025,Peoria,Peoria,LARGE,1268,44.3,39.7,174.0,12.4,3.8,3.7,3.9,4.7,84.2,81.1,87.5,85.4,76.7,24.8,87.0,23.7,36.8,87.8,15.8,34.4,2019
1857,480722650260001,Farmington,Peoria,MEDIUM,419,93.8,39.1,173.0,15.9,4.0,4.5,3.5,5.9,86.0,82.8,89.3,86.9,82.5,19.7,79.0,18.3,29.4,83.5,9.4,22.4,2019
1858,480723090260003,Brimfield,Peoria,MEDIUM,232,95.3,15.1,174.0,8.9,2.1,3.2,0.9,12.2,96.7,93.5,100.0,96.6,,19.4,86.8,14.2,33.9,77.8,2.2,22.2,2019
1859,480723100160001,Peoria,Peoria,MEDIUM,943,77.5,41.1,174.0,16.4,5.3,5.7,4.8,8.2,80.5,80.6,80.4,83.5,71.4,18.8,91.9,28.3,46.8,76.7,12.4,21.0,2019
1860,480723210260007,Chillicothe,Peoria,LARGE,598,90.1,30.6,174.0,10.3,2.9,2.9,2.9,5.7,85.9,84.0,88.1,88.0,72.1,22.0,85.8,13.9,28.3,78.8,16.4,30.1,2019
1861,480723220260004,Elmwood,Peoria,MEDIUM,214,92.1,17.3,174.0,8.5,0.5,0.9,0.0,0.0,98.3,96.9,100.0,98.2,,16.7,87.7,12.0,26.6,85.7,20.4,28.6,2019
1862,480723230260004,Dunlap,Peoria,LARGE,1273,70.4,12.8,174.0,7.6,1.3,0.9,1.7,3.7,94.1,92.8,95.4,94.6,88.6,23.2,92.3,17.4,45.2,87.3,18.8,51.0,2019
1863,480723250260005,Peoria Heights,Peoria,MEDIUM,208,74.5,56.3,174.0,14.3,7.3,5.6,9.4,10.6,79.6,83.3,73.7,81.0,60.0,15.0,80.4,29.2,34.2,81.1,17.0,26.4,2019
1864,480723260260005,Princeville,Peoria,MEDIUM,404,89.4,31.7,175.0,8.6,2.4,0.8,4.1,1.3,86.2,88.5,84.4,86.8,88.2,18.7,92.3,12.2,32.4,77.1,11.5,27.9,2019
1865,480723270260008,Glasford,Peoria,MEDIUM,252,92.9,29.4,174.0,9.1,2.6,4.1,0.8,4.8,80.6,81.1,80.0,81.4,75.0,17.9,86.5,20.2,37.7,81.1,3.8,26.4,2019
1866,490810300170001,East Moline,Rock Island,MEDIUM,1677,54.0,59.8,176.0,9.6,4.9,5.8,3.9,5.5,92.7,92.4,93.0,93.9,90.5,18.1,90.3,33.6,40.7,57.3,6.4,18.1,2019
1867,490810400220001,Moline,Rock Island,LARGE,2082,55.3,47.3,176.0,11.1,2.6,2.2,3.1,3.9,90.6,87.5,94.2,92.3,81.5,25.7,83.7,24.8,36.5,59.3,10.1,24.6,2019
1868,490810410250001,Rock Island,Rock Island,LARGE,1594,45.9,58.5,176.0,20.7,7.5,8.6,6.4,5.5,76.7,69.7,83.5,81.0,79.9,23.4,92.0,57.0,60.0,52.1,13.2,22.0,2019
1869,490811000260001,Port Byron,Rock Island,MEDIUM,334,94.0,2.7,173.0,5.1,1.2,1.0,1.4,,98.8,98.1,100.0,98.7,,19.7,93.2,6.2,16.9,72.7,10.6,36.4,2019
1870,490812000260001,Sherrard,Rock Island,MEDIUM,438,90.6,20.1,167.0,7.4,3.7,3.9,3.4,7.4,97.3,98.3,96.4,98.0,95.5,17.8,83.9,17.3,39.0,62.5,12.5,33.9,2019
1871,490813000260001,Taylor Ridge,Rock Island,MEDIUM,360,96.1,20.6,166.0,5.8,2.3,3.0,1.6,2.5,97.5,95.0,100.0,97.5,100.0,18.7,98.6,10.6,19.4,73.5,20.4,41.8,2019
1872,500820090260003,Lebanon,Saint Clair,MEDIUM,274,72.3,42.3,175.0,9.8,5.0,8.3,2.3,3.0,84.8,82.6,87.0,91.2,77.3,13.5,93.9,12.3,20.4,76.5,11.8,29.4,2019
