,RCDTS,City,County,District Size,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,Year
1292,601054280303015,Grafton,Dept Of Corrections,,,100.0,9.4,9.4,,10.2,92.9,92.9,,,91.7,19.6,81.8,,,2020
1293,601054280303019,Naperville,Dept Of Corrections,,,100.0,26.5,,34.4,29.3,0.0,,,,0.0,3.7,69.6,,,2020
1294,601054280303028,Harrisburg,Dept Of Corrections,,,97.9,21.5,21.5,,23.0,82.2,82.2,,78.9,81.8,6.0,88.5,,,2020
1295,601054280303050,Chicago,Dept Of Corrections,,,100.0,18.6,18.6,,20.0,35.7,35.7,,,35.7,5.5,76.0,,,2020
1296,651089010800001,Normal,State Of Illinois,,177.0,3.4,0.3,0.0,0.6,9.1,100.0,100.0,100.0,100.0,,17.8,89.6,3.4,0.0,2020
1297,651089020800001,Urbana,State Of Illinois,,179.0,0.4,1.2,2.5,0.0,0.0,98.4,97.0,100.0,100.0,,,0.0,,,2020
1298,651089030800001,Aurora,State Of Illinois,,,1.5,0.9,1.2,0.6,,98.2,98.1,98.3,97.4,,,,,,2020
1299,010010010260001,Payson,Adams,MEDIUM,167.0,7.9,0.6,1.1,0.0,0.0,91.7,85.0,100.0,91.7,92.3,14.4,86.8,12.3,18.1,2019
1300,010010020260001,Liberty,Adams,MEDIUM,170.0,4.1,3.0,2.1,3.8,7.0,88.0,86.4,89.3,87.8,80.0,16.9,83.9,8.6,19.4,2019
1301,010010030260001,Camp Point,Adams,MEDIUM,169.0,10.4,3.7,4.2,2.9,5.6,92.3,93.9,89.5,94.0,84.2,13.6,83.3,17.8,22.7,2019
1302,010010040260001,Mendon,Adams,MEDIUM,169.0,10.1,1.5,0.9,2.1,2.4,94.9,96.2,93.9,94.9,94.1,13.4,86.4,24.5,47.7,2019
1303,010011720220003,Quincy,Adams,LARGE,173.0,15.4,2.4,3.1,1.8,4.0,84.7,80.3,89.3,86.0,75.6,22.6,86.4,34.0,50.6,2019
1304,010050010260001,Mount Sterling,Brown,MEDIUM,171.0,11.5,2.4,1.0,3.7,5.9,85.7,86.2,85.0,87.0,71.4,15.4,60.5,11.2,20.0,2019
1305,010090150260007,Beardstown,Cass,MEDIUM,172.0,13.5,8.1,9.9,6.0,8.8,77.4,71.2,85.0,79.7,73.7,24.1,80.3,21.4,22.1,2019
1306,010090640260003,Virginia,Cass,SMALL,172.0,12.8,3.8,2.9,4.7,0.0,75.0,,,80.0,,12.3,85.3,14.7,18.8,2019
1307,010092620260002,Ashland,Cass,SMALL,172.0,8.5,3.6,5.6,1.5,5.1,78.4,82.4,75.0,78.4,66.7,13.3,65.4,19.7,28.5,2019
1308,010690010260001,Franklin,Morgan,SMALL,172.0,5.8,4.8,2.5,6.8,13.3,92.3,,,100.0,,10.5,87.5,15.9,26.5,2019
1309,010690060260001,Waverly,Morgan,SMALL,174.0,7.0,1.7,1.4,1.9,4.5,89.3,90.9,88.2,92.0,75.0,12.8,75.0,29.5,53.1,2019
1310,010690110260001,Meredosia,Morgan,SMALL,172.0,14.6,5.6,7.4,3.7,6.9,75.0,,,75.0,,9.6,88.9,31.4,58.3,2019
1311,010690270260001,Concord,Morgan,SMALL,174.0,7.3,0.8,1.6,0.0,0.0,100.0,100.0,100.0,100.0,,14.6,84.4,10.7,15.4,2019
1312,010691170220014,Jacksonville,Morgan,LARGE,172.0,15.1,11.7,12.3,10.8,17.8,67.8,58.6,76.3,69.3,51.2,20.9,86.6,37.1,53.1,2019
1313,010750030260002,Pleasant Hill,Pike,SMALL,171.0,15.0,9.9,13.5,6.8,12.2,89.5,,91.7,89.5,90.0,10.8,90.0,39.1,52.2,2019
1314,010750040260002,Griggsville,Pike,SMALL,171.0,4.4,8.3,10.0,6.5,7.4,69.6,61.5,80.0,69.6,80.0,11.7,74.2,16.8,16.8,2019
1315,010750100260009,Pittsfield,Pike,MEDIUM,170.0,10.6,4.6,3.9,5.4,8.1,86.1,83.3,89.2,85.7,75.0,16.6,90.9,22.9,41.5,2019
1316,010750120260001,Barry,Pike,MEDIUM,168.0,14.8,5.2,5.0,5.5,7.6,89.5,90.0,88.9,89.2,84.0,12.9,84.4,20.6,27.6,2019
1317,010860010260001,Winchester,Scott,MEDIUM,173.0,4.3,2.2,1.0,3.7,2.8,88.7,96.3,80.8,88.7,76.5,14.4,86.2,16.3,26.3,2019
1318,010860020260001,Bluffs,Scott,SMALL,174.0,9.3,1.5,2.6,0.0,2.9,100.0,,,100.0,,15.3,85.0,13.9,15.2,2019
1319,030030010260001,Mulberry Grove,Bond,SMALL,176.0,15.0,6.1,4.7,7.4,9.5,83.9,86.7,81.3,82.1,,14.9,83.9,29.4,47.1,2019
1320,030030020260001,Greenville,Bond,LARGE,175.0,8.0,2.9,2.8,3.0,5.5,91.1,88.0,95.0,90.9,78.4,20.5,90.4,15.3,27.0,2019
1321,030110010260002,Morrisonville,Christian,SMALL,175.0,6.7,3.6,2.7,4.3,4.5,87.5,,86.7,87.5,,11.7,88.0,16.8,23.7,2019
1322,030110030260006,Taylorville,Christian,LARGE,174.0,13.1,5.5,5.8,5.1,7.9,88.2,87.6,88.8,88.3,75.4,20.2,91.2,29.7,46.7,2019
1323,030110040260002,Edinburg,Christian,SMALL,174.0,15.0,3.7,2.3,5.3,5.6,95.7,90.0,100.0,95.5,91.7,9.6,78.3,21.2,35.3,2019
1324,030110080260006,Pana,Christian,MEDIUM,176.0,12.7,4.0,4.9,3.0,5.7,85.8,81.7,90.6,85.6,76.3,18.9,91.7,24.6,35.9,2019
1325,030110140240001,Kincaid,Christian,SMALL,174.0,13.9,3.3,4.9,2.0,7.3,66.7,,69.2,70.6,,11.8,81.0,29.5,35.1,2019
1326,030250100260001,Altamont,Effingham,MEDIUM,174.0,11.6,4.9,3.1,6.9,8.9,85.1,81.8,87.8,84.9,70.8,15.3,89.2,21.4,36.7,2019
1327,030250200260001,Beecher City,Effingham,SMALL,175.0,10.1,1.1,0.0,2.2,0.0,88.9,,90.9,88.9,,11.9,85.7,10.6,18.6,2019
1328,030250300260001,Dieterich,Effingham,MEDIUM,175.0,8.8,1.7,0.0,3.2,0.0,100.0,100.0,100.0,100.0,,14.3,75.0,7.2,20.4,2019
1329,030250400260001,Effingham,Effingham,LARGE,175.0,17.4,5.9,7.8,4.0,8.0,85.8,79.3,92.9,85.6,74.2,20.2,88.1,9.7,22.5,2019
1330,030250500260001,Teutopolis,Effingham,MEDIUM,175.0,2.8,0.9,1.2,0.6,,91.6,87.8,95.7,91.6,,19.4,93.2,1.5,,2019
1331,030262010260003,Brownstown,Fayette,SMALL,174.0,20.0,5.1,6.0,4.1,8.1,82.6,,80.0,82.6,78.6,12.6,53.8,47.2,56.5,2019
1332,030262020260002,Saint Elmo,Fayette,SMALL,174.0,6.5,9.4,11.3,7.1,14.9,83.3,80.0,90.0,83.3,78.6,12.5,89.3,11.7,14.8,2019
1333,030262030260001,Vandalia,Fayette,MEDIUM,174.0,15.3,3.9,4.8,2.9,6.6,84.1,85.2,83.0,85.9,76.4,16.6,90.8,26.6,39.9,2019
1334,030262040260002,Ramsey,Fayette,SMALL,174.0,11.8,0.7,0.0,1.3,0.0,84.4,70.0,90.9,87.1,78.3,15.8,87.0,14.8,24.1,2019
1335,030680020260001,Raymond,Montgomery,MEDIUM,175.0,10.6,6.1,5.6,6.5,5.8,69.2,70.0,68.4,68.4,57.1,15.6,90.9,28.4,42.4,2019
1336,030680030260001,Hillsboro,Montgomery,MEDIUM,175.0,17.0,5.2,3.9,6.7,9.2,75.6,75.0,76.1,76.0,60.8,19.5,91.3,28.5,48.8,2019
1337,030680120260001,Litchfield,Montgomery,MEDIUM,175.0,18.0,6.5,8.5,4.6,7.8,83.1,73.8,91.5,83.3,77.4,19.7,79.3,12.0,14.1,2019
1338,030680220260001,Nokomis,Montgomery,MEDIUM,176.0,12.1,0.5,0.0,1.1,1.3,94.9,90.5,100.0,94.9,83.3,16.3,88.1,10.4,22.7,2019
1339,040041000260001,Belvidere,Boone,LARGE,171.0,12.5,5.4,7.1,3.8,6.1,81.9,78.2,85.9,85.4,74.5,20.2,88.0,28.0,35.5,2019
1340,040041000260002,Belvidere,Boone,LARGE,171.0,9.4,3.0,3.0,2.9,5.0,87.9,82.7,92.8,91.7,81.3,21.2,93.2,24.4,38.7,2019
1341,040042000260003,Poplar Grove,Boone,MEDIUM,174.0,4.2,2.4,3.2,1.6,3.2,89.7,85.0,93.4,90.5,88.5,20.3,79.8,8.6,11.1,2019
1342,041011220220002,Machesney Park,Winnebago,LARGE,168.0,19.6,5.5,5.7,5.3,7.3,83.6,79.0,88.8,82.8,78.9,24.9,85.4,38.2,48.6,2019
1343,041011220220003,Machesney Park,Winnebago,LARGE,168.0,6.4,2.1,2.9,1.3,3.4,,,,,,24.2,87.9,26.9,37.2,2019
1344,041012050250001,Rockford,Winnebago,LARGE,172.0,22.1,9.5,10.7,8.4,11.7,63.0,53.3,71.5,69.8,55.0,25.3,89.7,42.0,53.3,2019
1345,041012050250002,Rockford,Winnebago,LARGE,172.0,20.5,8.3,9.0,7.4,8.6,65.6,61.2,70.1,66.7,64.5,26.2,87.9,35.7,40.2,2019
1346,041012050250003,Rockford,Winnebago,LARGE,172.0,18.3,6.5,7.5,5.4,7.5,71.4,66.5,76.1,75.9,65.7,26.8,85.3,32.9,42.1,2019
1347,041012050250004,Rockford,Winnebago,LARGE,172.0,22.1,8.8,9.4,8.2,9.5,66.4,64.0,68.7,65.5,63.6,25.9,83.9,42.1,47.9,2019
1348,041012070160001,Rockton,Winnebago,MEDIUM,174.0,6.5,2.2,2.4,1.9,3.8,92.4,89.3,96.1,92.5,81.2,23.7,94.8,16.0,26.5,2019
1349,041013200260001,South Beloit,Winnebago,MEDIUM,171.0,12.0,7.5,7.8,7.2,9.4,79.1,78.4,80.0,77.8,77.3,18.0,81.8,22.9,27.5,2019
1350,041013210260001,Pecatonica,Winnebago,MEDIUM,169.0,11.0,2.3,2.2,2.4,4.3,92.2,90.9,93.5,91.5,75.0,14.3,95.1,8.2,15.4,2019
1351,041013220260001,Durand,Winnebago,MEDIUM,169.0,4.8,1.1,1.1,1.0,2.2,100.0,100.0,100.0,100.0,,14.3,92.9,11.6,13.9,2019
1352,041013230260001,Winnebago,Winnebago,MEDIUM,172.0,3.3,2.7,2.4,3.1,,90.0,89.1,91.1,88.9,,20.8,95.6,5.7,,2019
1353,050162020170001,Evanston,Cook,MEDIUM,175.0,9.3,2.6,2.8,2.5,4.0,92.0,90.3,93.7,95.0,85.6,15.7,92.7,24.3,36.4,2019
1354,050162030170001,Winnetka,Cook,LARGE,176.0,1.9,0.8,0.8,0.8,2.3,98.2,97.7,98.7,98.1,97.7,22.9,94.5,10.8,24.8,2019
1355,050162030170002,Northfield,Cook,LARGE,176.0,1.6,0.2,0.4,0.0,0.0,,,,,,22.5,86.9,5.7,19.0,2019
1356,050162070170001,Park Ridge,Cook,LARGE,175.0,9.9,0.8,1.0,0.7,1.1,85.8,77.0,95.6,82.6,85.1,20.6,90.2,27.1,35.7,2019
1357,050162070170003,Park Ridge,Cook,LARGE,175.0,2.1,0.6,0.6,0.6,1.4,94.1,94.8,93.4,94.5,87.5,24.0,93.1,17.1,32.5,2019
1358,050162070170004,Des Plaines ,Cook,LARGE,175.0,8.1,1.1,1.7,0.6,1.9,88.5,84.9,92.6,92.3,82.3,22.2,94.7,28.9,40.0,2019
1359,050162110170001,Hoffman Estates,Cook,LARGE,177.0,4.1,1.2,1.7,0.8,1.7,97.7,97.6,97.9,97.9,96.8,24.8,94.0,8.0,16.8,2019
1360,050162110170002,Palatine,Cook,LARGE,177.0,2.8,0.9,0.9,0.9,2.9,96.3,95.9,96.7,96.8,88.0,24.1,96.0,5.7,17.6,2019
1361,050162110170003,Palatine,Cook,LARGE,177.0,6.8,2.2,3.1,1.3,3.0,89.6,85.5,93.9,92.9,83.4,23.3,97.2,14.9,21.8,2019
1362,050162110170004,Schaumburg,Cook,LARGE,177.0,4.4,1.4,1.8,1.1,2.7,93.2,91.2,95.2,95.0,88.7,23.5,94.8,8.3,13.3,2019
1363,050162110170006,Hoffman Estates,Cook,LARGE,177.0,6.1,1.7,1.7,1.7,1.9,94.1,94.7,93.6,93.8,90.9,23.2,96.8,12.5,17.7,2019
1364,050162140170002,Elk Grove Village,Cook,LARGE,175.0,8.5,2.1,2.3,1.8,3.4,91.0,89.4,92.7,91.8,84.7,22.9,96.5,12.7,20.4,2019
1365,050162140170004,Arlington Heights,Cook,LARGE,175.0,3.9,0.6,0.3,0.9,1.0,93.5,92.9,94.0,93.7,87.8,24.4,95.6,7.3,20.4,2019
1366,050162140170005,Mt Prospect,Cook,LARGE,175.0,3.9,0.8,1.0,0.5,3.8,96.9,95.9,97.8,98.0,89.4,25.5,94.2,8.0,20.4,2019
1367,050162140170006,Wheeling,Cook,LARGE,175.0,7.2,1.9,2.0,1.8,3.5,91.2,90.2,92.1,95.5,85.6,23.6,94.5,14.0,20.8,2019
1368,050162140170007,Rolling Meadows,Cook,LARGE,175.0,7.7,2.1,2.5,1.7,3.6,89.9,88.7,91.3,93.2,83.7,24.8,94.4,13.7,21.4,2019
1369,050162140170008,Buffalo Grove,Cook,LARGE,175.0,5.8,1.6,2.0,1.1,4.7,90.9,88.2,93.7,96.7,79.2,23.2,95.3,11.5,16.6,2019
1370,050162190170002,Skokie,Cook,LARGE,176.0,6.0,1.9,2.1,1.6,1.5,90.3,87.7,93.1,87.8,86.0,21.0,93.1,19.1,26.7,2019
1371,050162190170003,Skokie,Cook,LARGE,176.0,3.6,1.5,1.3,1.7,1.3,93.7,92.6,94.8,95.4,91.9,22.7,93.3,18.4,26.0,2019
1372,050162250170001,Northbrook,Cook,LARGE,178.0,1.9,0.9,1.2,0.6,4.5,96.4,94.8,98.0,96.0,86.7,22.7,94.7,11.1,28.8,2019
1373,050162250170002,Glenview,Cook,LARGE,178.0,2.6,1.2,1.5,0.8,2.8,96.1,95.2,97.0,95.7,91.3,21.8,94.6,14.3,26.7,2019
1374,060162000130001,Oak Park,Cook,MEDIUM,174.0,7.1,2.4,2.3,2.4,5.5,91.4,88.8,94.2,95.4,85.1,23.2,92.7,15.4,30.1,2019
1375,060162010170001,Cicero,Cook,LARGE,175.0,10.9,6.5,7.8,5.0,6.3,80.4,75.9,84.9,70.0,81.4,24.1,91.3,31.3,30.3,2019
1376,060162010170002,Berwyn,Cook,LARGE,175.0,7.7,5.5,6.1,4.8,5.4,80.3,76.1,85.6,68.4,77.8,23.8,91.7,25.2,25.8,2019
1377,060162010170003,Cicero,Cook,LARGE,175.0,4.1,1.3,1.1,1.5,1.3,0.0,,,,0.0,21.8,90.4,17.9,18.5,2019
1378,060162040170001,La Grange,Cook,LARGE,176.0,2.9,0.9,1.0,0.7,1.4,93.5,92.4,94.6,95.3,73.8,22.1,96.1,13.4,23.8,2019
1379,060162080170001,Riverside,Cook,MEDIUM,175.0,2.7,1.4,1.4,1.4,1.0,93.9,92.4,95.5,94.0,91.8,24.8,95.8,15.1,25.6,2019
1380,060162090170001,Maywood,Cook,LARGE,176.0,12.9,7.2,9.2,4.8,7.2,67.4,62.5,73.3,70.0,69.7,20.8,72.3,59.1,59.8,2019
1381,060162090170002,Hillside,Cook,LARGE,176.0,10.6,5.3,7.0,3.3,5.3,74.4,67.4,81.2,58.3,69.0,21.4,80.3,49.2,49.8,2019
1382,060162090170003,Forest Park,Cook,LARGE,176.0,1.5,0.2,0.3,0.2,0.4,100.0,100.0,100.0,100.0,100.0,23.9,81.1,10.3,14.3,2019
1383,060162120160001,Franklin Park,Cook,MEDIUM,175.0,16.3,3.1,3.9,2.3,3.1,84.9,81.0,89.0,87.4,78.6,23.0,92.9,26.8,30.5,2019
1384,060162120160002,Northlake,Cook,MEDIUM,175.0,17.9,3.5,4.8,2.0,3.1,83.5,79.4,88.4,89.4,84.4,24.0,93.6,20.4,21.6,2019
1385,060162340160001,Norridge,Cook,MEDIUM,175.0,5.7,1.2,1.8,0.7,2.1,94.5,94.5,94.5,94.4,88.0,19.8,85.4,18.4,23.4,2019
1386,060164010260001,Elmwood Park,Cook,LARGE,176.0,12.6,2.9,3.3,2.3,3.4,90.5,88.1,93.8,89.6,85.6,24.8,88.7,25.7,32.9,2019
1387,070162050170001,Harvey,Cook,LARGE,174.0,20.4,12.7,14.9,10.5,10.7,65.0,60.4,69.4,,65.6,21.5,84.5,24.2,25.5,2019
1388,070162050170002,Dolton,Cook,LARGE,174.0,23.2,11.2,13.3,8.9,9.6,71.2,62.4,80.8,,76.1,19.8,85.8,19.2,20.0,2019
1389,070162050170003,South Holland,Cook,LARGE,174.0,15.5,6.3,6.8,5.7,5.1,79.5,75.6,83.7,,82.8,23.4,90.5,13.7,13.4,2019
1390,070162060170001,Chicago Heights,Cook,MEDIUM,175.0,19.4,4.6,5.2,3.9,4.6,86.3,84.8,87.7,100.0,85.3,23.4,91.1,39.3,41.6,2019
1391,070162060170002,Chicago Heights,Cook,MEDIUM,175.0,25.6,6.9,7.6,6.1,7.0,79.6,76.6,82.6,87.8,79.3,23.8,87.3,41.0,43.3,2019
1392,070162100170001,Lemont,Cook,MEDIUM,176.0,1.9,0.9,1.2,0.7,2.8,94.9,93.8,96.0,95.6,92.9,23.1,96.1,15.7,25.3,2019
1393,070162150170001,Calumet City,Cook,MEDIUM,175.0,7.9,5.4,6.5,4.1,6.7,83.3,77.8,89.1,,84.3,23.7,89.4,15.6,16.4,2019
1394,070162150170002,Lansing,Cook,MEDIUM,175.0,6.2,3.7,4.6,2.8,4.8,86.3,81.9,91.0,91.7,86.2,22.7,94.4,8.3,8.3,2019
1395,070162170160001,Summit,Cook,MEDIUM,176.0,7.9,3.1,3.4,2.8,2.6,86.7,86.2,87.2,87.9,84.0,23.4,95.2,21.8,22.5,2019
1396,070162180160001,Blue Island,Cook,LARGE,176.0,9.6,4.6,4.9,4.3,4.7,79.1,75.6,82.8,40.0,78.5,25.2,91.9,26.2,27.9,2019
1397,070162180160004,Oak Lawn,Cook,LARGE,176.0,7.8,2.8,3.1,2.4,3.2,86.1,84.2,88.4,86.0,83.9,24.8,92.5,20.9,25.7,2019
1398,070162180160007,Palos Heights,Cook,LARGE,176.0,9.1,2.7,3.1,2.3,3.6,87.7,86.6,89.1,89.0,85.1,24.8,94.4,20.8,26.0,2019
1399,070162200170001,Burbank,Cook,MEDIUM,177.0,5.6,1.8,1.8,1.8,2.8,89.2,88.0,90.7,85.7,85.9,22.6,92.3,10.3,10.6,2019
1400,070162270170001,Park Forest,Cook,MEDIUM,174.0,16.3,5.8,6.5,4.9,6.0,82.7,78.5,86.9,100.0,82.0,15.7,80.4,36.6,36.3,2019
1401,070162270170002,Olympia Fields,Cook,MEDIUM,174.0,15.5,5.9,7.2,4.5,7.2,89.0,87.2,91.2,,88.0,18.3,81.8,38.8,42.5,2019
1402,070162270170003,Richton Park,Cook,MEDIUM,174.0,12.8,5.9,7.2,4.5,6.6,87.0,83.1,90.7,,86.2,16.2,80.4,35.4,36.9,2019
1403,070162280160001,Midlothian,Cook,LARGE,174.0,7.9,3.7,5.1,2.3,5.7,86.9,84.6,89.2,91.0,78.5,24.1,94.5,25.3,34.5,2019
1404,070162280160002,Tinley Park,Cook,LARGE,174.0,7.9,4.6,5.1,4.1,6.8,87.3,84.1,90.8,91.6,85.0,22.4,93.8,26.6,41.9,2019
1405,070162280160003,Country Club Hills,Cook,LARGE,174.0,21.7,6.3,7.1,5.6,7.2,77.1,68.4,85.0,,71.6,22.4,90.4,52.0,60.0,2019
1406,070162280160004,Oak Forest,Cook,LARGE,174.0,10.1,1.6,1.5,1.7,2.5,96.7,95.7,97.6,97.0,92.8,21.1,94.5,27.5,39.4,2019
1407,070162290160001,Oak Lawn,Cook,MEDIUM,174.0,5.5,2.7,1.9,3.6,3.3,90.5,89.5,91.6,89.5,88.4,25.5,94.4,14.3,17.9,2019
1408,070162300130001,Orland Park,Cook,LARGE,177.0,2.5,1.1,1.4,0.7,3.3,96.9,94.6,99.0,97.5,89.3,22.8,95.6,2.6,4.2,2019
1409,070162300130002,Palos Hills,Cook,LARGE,177.0,5.2,1.7,1.9,1.4,2.6,93.2,91.8,94.7,94.1,87.4,22.5,94.7,10.1,16.1,2019
1410,070162300130003,Orland Hills,Cook,LARGE,177.0,2.9,1.1,1.2,0.9,2.5,94.0,91.6,96.4,94.5,87.0,24.4,96.9,6.2,11.9,2019
1411,070162310160001,Evergreen Park,Cook,MEDIUM,176.0,4.6,1.5,1.8,1.3,3.1,96.2,92.9,100.0,97.6,91.5,18.2,90.4,12.6,16.8,2019
1412,070162330160001,Flossmoor,Cook,MEDIUM,176.0,5.1,2.2,2.7,1.8,3.8,94.6,91.6,97.7,95.2,95.6,22.8,92.5,11.3,20.0,2019
1413,080083080260001,Lanark,Carroll,MEDIUM,173.0,6.9,3.4,4.6,2.0,9.2,90.2,87.9,94.4,89.8,84.2,17.3,84.4,5.9,10.4,2019
1414,080083140260001,Savanna,Carroll,MEDIUM,171.0,14.0,7.8,8.4,7.2,11.7,86.8,83.3,91.2,87.5,78.1,15.5,81.5,21.0,29.7,2019
1415,080083990260002,Milledgeville,Carroll,MEDIUM,171.0,4.4,3.8,2.2,5.8,5.7,93.2,88.9,100.0,92.9,,13.6,83.3,11.3,18.2,2019
1416,080431190220003,East Dubuque,Jo Daviess,MEDIUM,169.0,7.3,4.3,0.8,9.0,9.6,95.2,93.8,96.7,94.6,92.3,17.3,90.2,21.0,31.7,2019
1417,080431200220002,Galena,Jo Daviess,MEDIUM,173.0,5.9,3.2,2.5,3.9,8.5,88.3,86.2,90.3,91.8,78.3,17.5,92.7,14.0,20.5,2019
1418,080432050260001,Warren,Jo Daviess,SMALL,172.0,5.9,8.9,8.0,9.8,21.7,75.0,71.4,78.6,76.9,,9.6,90.0,22.0,39.1,2019
1419,080432060260003,Stockton,Jo Daviess,MEDIUM,171.0,8.6,1.6,1.0,2.4,1.4,95.0,93.3,96.0,94.7,92.9,16.8,90.0,16.9,32.4,2019
1420,080432100260002,Hanover,Jo Daviess,MEDIUM,175.0,6.8,1.3,2.2,0.0,3.1,94.1,95.0,92.9,93.3,81.8,11.7,100.0,21.4,37.4,2019
1421,080432110260002,Scales Mound,Jo Daviess,SMALL,171.0,7.8,1.4,0.0,2.9,4.2,100.0,,,100.0,,9.6,91.7,11.5,21.9,2019
1422,080891450220001,Freeport,Stephenson,LARGE,169.0,20.4,9.5,10.0,9.1,10.7,77.3,73.2,82.1,85.0,71.8,18.5,83.8,35.8,45.3,2019
1423,080892000260001,Pearl City,Stephenson,SMALL,169.0,10.6,4.1,4.3,3.8,4.4,89.5,88.9,90.0,89.2,,15.5,100.0,10.6,21.6,2019
1424,080892010260001,Dakota,Stephenson,MEDIUM,171.0,3.6,3.6,4.2,3.1,7.0,86.0,85.3,87.0,88.2,69.2,15.7,87.3,16.2,29.6,2019
1425,080892020260001,Lena,Stephenson,MEDIUM,173.0,5.0,2.0,3.1,0.8,2.4,96.2,91.3,100.0,95.9,100.0,17.1,87.5,16.3,28.7,2019
1426,080892030260001,Orangeville,Stephenson,SMALL,171.0,4.9,0.9,1.7,0.0,0.0,96.3,94.7,,96.2,,13.7,86.7,18.1,40.3,2019
1427,090100010260001,Fisher,Champaign,MEDIUM,174.0,7.1,4.7,7.2,2.2,7.7,92.2,96.0,88.5,94.0,82.4,15.1,88.1,13.7,27.5,2019
1428,090100030260001,Mahomet,Champaign,LARGE,174.0,2.5,2.8,1.9,3.6,7.8,91.0,88.8,93.3,91.9,76.7,20.6,92.8,21.5,40.8,2019
1429,090100040260001,Champaign,Champaign,LARGE,171.0,20.5,7.1,7.8,6.3,14.9,84.7,82.9,86.7,90.9,82.4,21.2,86.1,32.6,48.2,2019
1430,090100040260002,Champaign,Champaign,LARGE,171.0,19.7,6.3,6.6,6.0,16.1,78.8,74.4,83.2,87.8,68.3,23.4,89.1,27.2,49.8,2019
1431,090100070260007,Tolono,Champaign,MEDIUM,174.0,6.9,2.5,3.2,1.8,2.1,84.5,79.7,89.5,85.7,74.4,21.6,81.8,19.7,33.8,2019
1432,090100080260001,Broadlands,Champaign,SMALL,176.0,11.1,7.7,5.3,10.8,15.2,83.0,90.9,77.4,82.4,76.2,14.0,87.2,19.8,41.1,2019
1433,090101160220001,Urbana,Champaign,LARGE,174.0,17.4,6.3,6.2,6.5,6.8,80.8,75.0,86.6,84.0,77.7,24.4,84.7,52.6,64.2,2019
1434,090101930170001,Rantoul,Champaign,MEDIUM,174.0,21.6,7.6,9.4,5.5,7.6,87.3,84.1,91.1,88.8,84.4,19.3,79.6,48.0,55.2,2019
1435,090103050160001,Saint Joseph,Champaign,SMALL,175.0,2.9,1.7,2.1,1.3,7.7,96.0,95.2,96.7,96.4,,20.8,93.1,9.2,61.3,2019
1436,090270050260001,Gibson City,Ford,MEDIUM,175.0,9.7,4.0,3.8,4.2,8.0,86.4,88.1,84.8,85.0,65.4,17.8,86.8,10.1,28.2,2019
1437,090270100260001,Paxton,Ford,MEDIUM,175.0,11.2,5.8,6.8,4.8,10.9,81.4,75.8,88.5,81.3,70.5,19.7,86.1,24.4,36.1,2019
1438,11012002C260001,Marshall,Clark,MEDIUM,175.0,8.3,4.2,5.3,3.1,9.5,92.4,92.5,92.1,91.9,86.7,18.0,92.6,17.5,33.2,2019
1439,11012003C260001,Martinsville,Clark,SMALL,175.0,11.2,1.9,3.6,0.0,3.4,90.9,85.7,100.0,90.6,89.5,10.8,82.5,25.1,30.3,2019
1440,11012004C260001,Casey,Clark,MEDIUM,170.0,9.9,5.1,3.3,6.9,7.8,91.4,93.6,88.2,90.7,88.9,17.4,80.6,16.6,25.7,2019
1441,110150010260001,Charleston,Coles,LARGE,176.0,10.5,6.8,6.7,6.9,11.1,83.6,87.3,79.8,83.0,68.1,24.9,85.8,33.9,50.2,2019
1442,110150020260001,Mattoon,Coles,LARGE,178.0,11.6,3.0,3.6,2.4,4.3,90.0,87.5,92.5,89.4,83.7,19.4,84.8,9.7,14.2,2019
1443,110150050260002,Oakland,Coles,SMALL,175.0,3.7,2.6,4.1,0.0,6.5,94.4,90.0,,94.4,,12.1,84.4,17.8,27.8,2019
1444,110180030260001,Neoga,Cumberland,MEDIUM,174.0,10.1,3.3,1.8,4.9,,81.4,81.8,81.0,81.4,,20.7,81.7,26.0,76.9,2019
1445,110180770260001,Toledo,Cumberland,MEDIUM,174.0,7.5,1.0,1.3,0.8,2.5,95.7,95.2,96.4,95.7,91.2,15.0,92.1,16.1,28.9,2019
1446,110213010260001,Tuscola,Douglas,MEDIUM,173.0,6.2,2.7,3.8,1.4,3.8,85.9,84.6,87.2,85.5,75.0,15.2,77.2,14.8,28.1,2019
1447,110213020260001,Villa Grove,Douglas,MEDIUM,175.0,8.0,2.8,1.9,3.8,2.6,78.8,73.3,86.4,80.4,72.2,16.0,78.4,27.6,44.9,2019
1448,110213050260001,Arthur,Douglas,MEDIUM,176.0,11.2,2.3,1.7,3.0,2.9,91.8,86.8,95.7,91.1,83.9,16.5,80.6,22.7,34.8,2019
1449,110213060260001,Arcola,Douglas,MEDIUM,175.0,9.3,2.0,1.6,2.5,4.6,98.1,96.4,100.0,95.8,96.7,16.9,77.5,14.8,23.6,2019
1450,110230010260001,Hume,Edgar,SMALL,173.0,15.3,6.3,6.1,6.5,10.7,75.7,76.5,75.0,77.8,63.2,11.0,78.3,21.9,32.9,2019
