,RCDTS,City,County,District Size,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,Year
1136,390550110260001,Warrensburg,Macon,MEDIUM,177.0,7.7,4.0,3.3,4.8,8.6,88.9,92.9,84.6,88.2,93.3,18.9,86.5,11.4,22.7,2020
1137,390550150260001,Macon,Macon,MEDIUM,178.0,9.6,2.8,3.9,1.5,0.0,86.7,94.3,76.0,87.3,85.7,14.7,90.7,21.6,36.4,2020
1138,390550610250036,Decatur,Macon,LARGE,174.0,13.6,6.8,8.0,5.6,6.8,77.4,71.5,83.3,75.0,76.1,20.9,79.5,29.2,34.1,2020
1139,390550610250038,Decatur,Macon,LARGE,174.0,12.5,4.7,4.3,5.0,4.2,80.5,76.4,84.4,83.0,81.2,21.7,73.2,25.9,30.6,2020
1140,390740050260001,Bement,Piatt,SMALL,176.0,12.2,3.1,2.4,3.6,0.0,90.9,90.9,90.9,90.0,,10.7,82.1,18.8,22.5,2020
1141,390740250260001,Monticello,Piatt,MEDIUM,180.0,5.0,0.6,0.7,0.4,0.9,95.6,91.2,100.0,95.5,90.5,18.7,89.9,10.1,21.4,2020
1142,390740570260001,De Land,Piatt,SMALL,176.0,16.7,5.0,3.2,6.9,8.0,90.5,,91.7,90.5,,9.1,81.3,16.1,23.1,2020
1143,390741000260001,Cerro Gordo,Piatt,MEDIUM,176.0,8.1,3.6,4.3,2.7,3.3,84.2,80.0,88.9,88.2,81.8,17.2,86.4,15.0,23.7,2020
1144,400070400260001,Hardin,Calhoun,SMALL,178.0,7.0,2.9,2.8,2.9,5.0,78.6,64.3,92.9,78.6,68.8,13.9,82.1,11.7,22.4,2020
1145,400070420260001,Brussels,Calhoun,SMALL,177.0,7.1,1.8,3.7,0.0,,93.3,90.0,,100.0,,8.8,80.0,10.1,25.0,2020
1146,400310010260003,Carrollton,Greene,MEDIUM,177.0,13.3,1.4,1.9,1.0,1.8,86.0,87.0,85.0,88.1,77.3,17.7,81.0,12.9,18.8,2020
1147,400310030260001,White Hall,Greene,MEDIUM,176.0,11.7,6.8,8.5,5.2,8.8,83.1,81.6,85.2,84.1,76.2,14.5,82.4,15.5,20.9,2020
1148,400310100260001,Greenfield,Greene,SMALL,176.0,5.9,0.8,0.0,1.5,0.0,89.3,80.0,94.4,89.3,90.9,14.6,97.1,11.1,22.7,2020
1149,400421000260001,Jerseyville,Jersey,LARGE,175.0,6.4,1.9,1.1,2.7,4.1,89.1,88.2,90.2,88.9,81.1,22.6,87.6,9.0,18.0,2020
1150,400560010260002,Carlinville,Macoupin,MEDIUM,176.0,6.4,4.7,4.2,5.4,8.2,85.6,83.0,88.6,85.6,71.9,22.1,90.4,13.3,24.7,2020
1151,400560020260004,Palmyra,Macoupin,SMALL,176.0,5.4,2.9,1.7,4.5,4.8,86.2,94.1,75.0,85.7,78.9,8.3,81.8,11.1,17.2,2020
1152,400560050260001,Mount Olive,Macoupin,SMALL,175.0,2.9,0.7,1.3,0.0,0.0,90.3,93.3,87.5,90.3,88.9,14.1,80.6,2.9,4.2,2020
1153,400560060260001,Staunton,Macoupin,MEDIUM,175.0,6.3,2.7,1.6,3.9,5.9,94.5,95.7,93.3,94.3,85.7,18.5,90.5,6.4,9.6,2020
1154,400560070260003,Gillespie,Macoupin,MEDIUM,176.0,8.7,3.9,4.7,3.2,3.9,88.2,85.7,90.7,88.1,83.0,18.1,89.3,17.2,17.1,2020
1155,400560080260001,Bunker Hill,Macoupin,MEDIUM,175.0,6.1,0.0,0.0,0.0,0.0,82.7,78.3,86.2,83.3,82.6,15.8,88.6,7.1,11.0,2020
1156,400560090260001,Piasa,Macoupin,MEDIUM,176.0,8.4,4.6,5.7,3.5,8.9,89.3,83.0,94.1,89.7,79.5,20.1,83.8,15.0,29.9,2020
1157,400560340260001,Virden,Macoupin,MEDIUM,176.0,10.0,7.0,7.1,6.8,10.3,82.4,78.8,85.7,82.5,70.9,18.4,86.3,18.3,24.8,2020
1158,410570010260001,Roxana,Madison,LARGE,176.0,8.2,4.2,5.4,2.9,5.7,91.8,92.3,91.2,92.7,88.9,19.6,89.1,18.1,24.5,2020
1159,410570020260001,Troy,Madison,LARGE,177.0,3.3,1.8,1.8,1.8,4.2,93.7,93.7,93.8,94.3,83.0,20.9,92.8,5.5,11.7,2020
1160,410570050260001,Highland,Madison,LARGE,177.0,5.6,4.1,4.8,3.4,8.7,85.1,80.8,90.5,85.6,66.0,21.8,94.0,9.7,20.9,2020
1161,410570070260001,Edwardsville,Madison,LARGE,178.0,6.4,3.6,3.8,3.5,9.5,93.6,92.1,95.1,93.4,74.4,26.2,91.8,12.8,31.4,2020
1162,410570080260001,Bethalto,Madison,LARGE,180.0,7.7,2.4,2.6,2.1,4.8,91.9,90.0,94.2,92.4,86.1,21.4,84.4,10.8,22.1,2020
1163,410570090260001,Granite City,Madison,LARGE,178.0,12.5,5.1,5.7,4.4,7.1,78.5,75.9,81.1,81.7,68.8,27.6,95.2,17.0,24.3,2020
1164,410570100260001,Collinsville,Madison,LARGE,176.0,9.1,4.6,5.2,3.9,7.3,88.9,85.9,92.6,90.4,82.9,18.9,93.1,13.4,18.6,2020
1165,410570110260001,Alton,Madison,LARGE,176.0,13.7,5.2,5.5,4.8,6.7,80.2,75.5,85.5,86.1,69.7,23.7,88.2,16.9,25.8,2020
1166,410570120260001,Madison,Madison,MEDIUM,179.0,18.7,6.3,4.4,8.3,6.3,83.9,77.4,92.0,,85.2,13.4,62.2,50.6,50.6,2020
1167,410570140160001,Wood River,Madison,SMALL,176.0,15.0,5.3,6.3,4.3,6.0,86.6,86.2,87.1,87.4,85.5,21.2,93.1,13.6,18.5,2020
1168,440630120260002,Johnsburg,McHenry,LARGE,180.0,3.5,1.8,1.9,1.6,2.7,89.7,86.7,93.1,90.3,78.1,20.8,84.6,6.5,11.7,2020
1169,440630190240002,Hebron,McHenry,SMALL,181.0,7.7,8.0,8.6,7.3,10.2,80.0,84.6,75.0,81.8,,10.8,78.6,13.0,19.0,2020
1170,440630500260001,Harvard,McHenry,LARGE,181.0,5.1,4.4,4.3,4.5,6.1,82.0,76.8,87.4,82.8,73.4,16.4,89.8,19.2,24.9,2020
1171,440631540160001,Marengo,McHenry,MEDIUM,182.0,5.1,1.7,2.7,0.6,2.3,91.0,85.9,96.1,90.3,91.7,21.1,94.3,12.7,21.8,2020
1172,440631550160001,Crystal Lake,McHenry,LARGE,180.0,4.6,1.5,2.2,0.7,3.0,92.6,90.4,94.5,93.7,83.8,21.4,95.3,11.5,20.5,2020
1173,440631550160002,Cary,McHenry,LARGE,180.0,3.3,1.0,1.0,1.0,1.8,96.8,95.9,97.7,97.2,92.9,23.7,93.0,9.1,19.9,2020
1174,440631550160003,Crystal Lake,McHenry,LARGE,180.0,4.1,1.3,1.8,0.7,2.1,97.6,96.3,98.8,98.1,94.7,23.1,92.0,11.1,21.9,2020
1175,440631550160004,Crystal Lake,McHenry,LARGE,180.0,4.0,0.7,0.8,0.6,1.4,97.7,96.6,98.8,97.3,100.0,23.7,90.3,6.9,16.2,2020
1176,440631560160001,McHenry,McHenry,MEDIUM,181.0,7.9,2.8,3.6,2.1,3.3,88.8,87.0,90.8,89.3,85.5,21.2,86.5,14.7,24.3,2020
1177,440631560160002,McHenry,McHenry,MEDIUM,181.0,11.0,2.9,3.7,2.1,4.2,92.4,89.2,95.6,93.0,82.5,17.0,89.5,19.2,28.4,2020
1178,440631570160001,Richmond,McHenry,MEDIUM,180.0,4.4,3.9,4.4,3.4,11.9,92.5,94.7,90.0,92.5,85.7,20.8,90.9,12.3,27.6,2020
1179,440631580220002,Huntley,McHenry,LARGE,181.0,3.5,1.7,1.8,1.5,4.2,92.7,90.5,94.9,93.4,80.3,26.2,92.7,10.7,20.8,2020
1180,440632000260008,Woodstock,McHenry,LARGE,181.0,9.8,1.8,2.1,1.6,3.7,94.5,91.0,97.7,94.2,94.4,21.5,91.6,2.2,3.1,2020
1181,440632000260009,Woodstock,McHenry,LARGE,181.0,9.6,1.3,1.5,1.1,2.6,96.2,94.4,98.2,95.5,89.9,22.5,90.1,0.9,0.9,2020
1182,450670030260001,Valmeyer,Monroe,SMALL,176.0,5.0,0.8,0.0,1.7,0.0,91.3,100.0,81.8,91.3,,12.6,89.5,5.6,4.3,2020
1183,450670040260001,Columbia,Monroe,LARGE,176.0,4.4,1.5,2.1,0.9,6.3,97.0,96.6,97.5,97.5,91.3,22.0,88.5,4.1,13.5,2020
1184,450670050260001,Waterloo,Monroe,LARGE,176.0,6.4,2.2,2.6,1.8,4.4,91.8,91.8,91.9,93.2,85.3,23.5,92.1,9.0,24.8,2020
1185,450790010220001,Coulterville,Randolph,SMALL,176.0,0.0,4.8,8.8,0.0,7.7,94.4,90.9,,94.1,91.7,8.6,85.7,5.0,8.1,2020
1186,450791320260001,Red Bud,Randolph,MEDIUM,176.0,7.5,0.7,1.4,0.0,0.8,98.1,96.5,100.0,98.1,92.9,17.7,87.3,12.1,21.2,2020
1187,450791380260001,Steeleville,Randolph,SMALL,176.0,4.2,0.6,0.0,1.4,2.6,97.4,95.8,100.0,97.4,,14.8,85.3,8.3,20.0,2020
1188,450791390260001,Chester,Randolph,MEDIUM,176.0,7.2,4.8,4.0,5.5,8.3,89.9,89.6,90.2,88.9,84.6,19.9,83.1,8.9,17.3,2020
1189,450791400260001,Sparta,Randolph,MEDIUM,177.0,7.3,5.0,4.3,5.7,6.4,87.3,84.9,89.8,88.0,81.7,17.8,79.2,17.9,27.0,2020
1190,470521700220001,Dixon,Lee,LARGE,181.0,13.1,3.0,3.0,3.0,5.2,87.3,84.7,89.6,87.4,82.1,23.8,93.1,15.3,24.7,2020
1191,470522720260001,Amboy,Lee,MEDIUM,181.0,11.9,3.4,2.9,3.9,9.0,89.4,95.5,84.0,88.9,83.3,14.1,86.5,8.3,16.7,2020
1192,470522750260001,Ashton,Lee,MEDIUM,179.0,4.8,1.9,2.2,1.4,4.6,100.0,100.0,100.0,100.0,100.0,16.3,90.0,5.6,9.0,2020
1193,470712120170001,Rochelle,Ogle,MEDIUM,180.0,12.2,2.6,3.4,1.6,7.5,93.2,88.9,97.8,92.7,93.6,19.5,86.1,14.3,20.2,2020
1194,470712200260001,Oregon,Ogle,MEDIUM,180.0,12.6,1.6,1.0,2.3,0.6,93.9,90.4,97.9,94.1,85.4,21.8,83.1,14.8,26.9,2020
1195,470712210260004,Forreston,Ogle,MEDIUM,181.0,3.9,2.8,1.7,3.9,7.6,94.7,90.9,100.0,94.5,81.8,17.7,91.3,7.2,14.9,2020
1196,470712220260004,Polo,Ogle,MEDIUM,181.0,5.2,2.2,3.3,1.1,4.9,97.2,94.4,100.0,97.0,91.7,13.6,100.0,6.9,10.9,2020
1197,470712230260003,Stillman Valley,Ogle,MEDIUM,177.0,9.1,2.1,2.9,1.3,4.7,88.1,85.2,90.2,88.5,80.6,21.0,87.3,10.8,25.0,2020
1198,470712260260001,Byron,Ogle,MEDIUM,176.0,7.0,2.8,2.5,3.1,7.0,92.8,90.5,95.8,91.8,90.0,17.8,91.5,8.3,18.6,2020
1199,470980010260001,Erie,Whiteside,MEDIUM,180.0,5.7,3.3,4.3,2.1,6.8,89.1,79.2,100.0,90.7,93.8,13.2,87.9,21.6,34.3,2020
1200,470980020260001,Fulton,Whiteside,MEDIUM,181.0,7.0,4.1,6.3,1.5,5.3,85.9,80.6,90.9,84.7,82.6,19.4,88.5,9.8,12.8,2020
1201,470980030260001,Prophetstown,Whiteside,MEDIUM,175.0,9.5,4.6,4.2,5.0,7.4,76.9,72.2,87.5,75.0,65.4,14.8,82.0,16.6,24.6,2020
1202,470980050260014,Sterling,Whiteside,LARGE,180.0,11.8,4.7,5.1,4.3,6.6,89.8,86.8,92.9,92.3,83.6,20.5,91.2,7.2,9.6,2020
1203,470980060260001,Morrison,Whiteside,MEDIUM,181.0,4.7,5.3,5.0,5.7,8.7,89.4,91.9,86.2,93.3,80.8,16.3,77.0,12.9,25.0,2020
1204,470983010170001,Rock Falls,Whiteside,SMALL,180.0,8.8,2.2,2.2,2.3,2.8,93.3,94.3,92.1,92.4,90.0,21.0,95.9,8.6,14.0,2020
1205,480721500250023,Peoria,Peoria,LARGE,181.0,44.3,8.7,8.7,8.7,8.4,70.2,67.7,72.9,50.0,71.1,19.6,78.0,38.8,39.7,2020
1206,480721500250024,Peoria,Peoria,LARGE,181.0,33.2,12.5,14.5,10.4,12.5,75.5,65.8,85.6,67.2,78.6,23.0,85.5,31.4,35.0,2020
1207,480721500250025,Peoria,Peoria,LARGE,181.0,15.2,3.3,3.6,2.9,5.3,88.4,84.1,93.2,89.7,88.6,24.0,89.3,11.6,20.2,2020
1208,480722650260001,Farmington,Peoria,MEDIUM,175.0,18.4,7.6,8.8,6.3,10.9,85.7,83.9,87.5,85.8,78.7,20.2,81.5,18.5,30.6,2020
1209,480723090260003,Brimfield,Peoria,MEDIUM,180.0,4.3,2.3,2.5,2.0,6.3,89.5,88.9,90.0,88.7,84.6,15.8,86.5,10.7,33.3,2020
1210,480723100160001,Peoria,Peoria,MEDIUM,181.0,12.8,3.5,2.2,5.1,6.1,76.6,71.1,81.9,78.6,68.2,17.0,90.0,15.2,25.6,2020
1211,480723210260007,Chillicothe,Peoria,LARGE,181.0,9.9,0.9,1.2,0.6,1.3,88.3,84.4,93.1,89.3,74.0,21.0,87.4,9.4,16.7,2020
1212,480723220260004,Elmwood,Peoria,MEDIUM,176.0,8.4,2.8,1.9,3.6,7.0,96.0,100.0,92.9,100.0,,15.3,89.5,10.4,22.0,2020
1213,480723230260004,Dunlap,Peoria,LARGE,181.0,8.8,2.9,3.6,2.1,6.8,97.7,95.6,99.4,97.7,94.4,24.3,90.3,6.4,14.3,2020
1214,480723250260005,Peoria Heights,Peoria,MEDIUM,177.0,17.6,4.1,3.5,4.6,4.5,71.4,72.0,71.0,78.0,65.0,15.2,80.4,22.2,28.3,2020
1215,480723260260005,Princeville,Peoria,MEDIUM,176.0,5.1,3.3,2.4,4.4,5.6,88.1,85.7,90.3,88.9,88.9,17.1,89.9,3.9,11.3,2020
1216,480723270260008,Glasford,Peoria,MEDIUM,176.0,5.7,7.0,7.1,6.9,14.7,87.1,87.8,86.2,85.9,75.0,17.2,87.7,22.2,36.0,2020
1217,490810300170001,East Moline,Rock Island,MEDIUM,177.0,7.9,2.6,2.2,3.0,2.7,94.5,93.5,95.8,95.4,93.8,19.8,92.5,18.0,23.3,2020
1218,490810400220001,Moline,Rock Island,LARGE,182.0,10.0,3.5,4.0,3.0,5.5,91.7,92.9,90.5,92.7,86.0,26.2,88.5,16.3,23.2,2020
1219,490810410250001,Rock Island,Rock Island,LARGE,183.0,15.5,6.7,6.8,6.5,8.1,77.1,72.2,81.7,76.0,80.0,24.1,92.9,36.3,40.8,2020
1220,490811000260001,Port Byron,Rock Island,MEDIUM,181.0,3.4,2.9,3.1,2.5,1.2,97.5,94.6,100.0,97.4,96.0,19.4,90.4,7.3,11.9,2020
1221,490812000260001,Sherrard,Rock Island,MEDIUM,177.0,11.8,1.6,2.7,0.5,3.0,93.7,93.2,94.2,93.8,87.5,16.9,85.4,6.3,13.5,2020
1222,490813000260001,Taylor Ridge,Rock Island,MEDIUM,179.0,5.8,1.3,1.9,0.6,2.7,92.8,90.6,95.5,92.6,81.3,17.9,94.4,4.9,11.0,2020
1223,500820090260003,Lebanon,Saint Clair,MEDIUM,176.0,13.4,2.7,1.4,4.1,5.7,93.5,93.3,93.8,92.0,100.0,12.1,92.5,10.0,14.8,2020
1224,500820190260001,Mascoutah,Saint Clair,LARGE,176.0,6.4,2.7,3.2,2.1,6.2,93.9,93.7,94.3,95.3,85.2,24.1,95.1,6.4,13.9,2020
1225,500820400260001,Marissa,Saint Clair,MEDIUM,176.0,7.0,2.5,2.5,2.6,2.1,95.3,95.2,95.5,95.2,92.9,11.0,88.5,7.4,11.4,2020
1226,500820600260003,New Athens,Saint Clair,MEDIUM,177.0,7.6,6.2,6.3,6.1,6.5,87.8,82.6,92.3,87.5,84.2,15.3,91.8,11.7,14.9,2020
1227,500820770160001,Freeburg,Saint Clair,SMALL,180.0,7.2,1.2,0.8,1.5,2.4,93.9,90.3,97.7,93.6,93.8,21.6,88.3,7.1,19.3,2020
1228,500821870260011,Cahokia,Saint Clair,LARGE,176.0,25.7,9.1,11.4,6.9,9.0,63.4,56.1,70.8,80.0,62.9,19.2,91.1,41.0,41.6,2020
1229,500821880220001,Lovejoy,Saint Clair,SMALL,180.0,21.9,4.4,3.7,5.6,4.7,83.3,,,,81.8,8.6,100.0,53.5,53.7,2020
1230,500821890220043,East Saint Louis,Saint Clair,LARGE,176.0,24.0,8.6,9.8,7.1,7.9,77.2,72.7,82.4,,78.5,22.3,87.2,71.7,71.7,2020
1231,500821960260001,Dupo,Saint Clair,MEDIUM,176.0,17.1,6.8,8.5,4.7,8.9,68.9,66.7,72.4,67.7,58.1,18.1,84.3,26.7,35.0,2020
1232,500822010170001,Belleville,Saint Clair,LARGE,176.0,11.8,3.4,2.9,3.8,4.3,92.3,91.2,93.4,94.7,92.4,20.3,88.7,15.7,21.6,2020
1233,500822010170002,Belleville,Saint Clair,LARGE,176.0,10.4,4.1,4.4,3.7,4.8,90.7,88.1,93.1,91.1,91.9,21.6,88.5,28.1,29.7,2020
1234,500822030170001,O Fallon,Saint Clair,MEDIUM,176.0,5.1,1.3,1.4,1.3,2.9,91.4,89.4,93.4,93.0,82.4,23.0,94.8,12.3,25.5,2020
1235,510652000260001,Greenview,Menard,SMALL,177.0,11.7,7.1,11.4,2.9,13.8,81.8,,,81.8,,12.0,87.5,5.7,8.0,2020
1236,510652020260001,Petersburg,Menard,MEDIUM,176.0,5.9,5.1,7.5,2.6,11.3,84.8,86.0,83.3,84.7,63.3,15.2,89.2,9.1,18.6,2020
1237,510652130260001,Athens,Menard,MEDIUM,175.0,2.5,1.8,0.0,3.8,2.9,87.5,88.6,86.1,88.5,84.6,,93.5,11.7,16.3,2020
1238,510840010260001,Buffalo,Sangamon,MEDIUM,181.0,8.2,2.5,2.6,2.5,6.3,86.8,80.0,94.4,85.7,75.0,13.9,86.8,8.6,14.5,2020
1239,51084003A260001,Rochester,Sangamon,LARGE,183.0,5.1,1.2,1.0,1.5,0.0,94.5,93.1,95.9,95.1,80.0,24.0,88.2,8.7,15.9,2020
1240,510840050260001,Chatham,Sangamon,LARGE,181.0,5.4,2.7,3.0,2.4,3.9,88.5,88.2,88.8,89.7,73.8,24.2,87.0,9.7,16.6,2020
1241,510840080260001,Pleasant Plains,Sangamon,MEDIUM,182.0,5.8,2.4,3.3,1.5,1.7,87.6,84.9,90.9,89.8,100.0,20.4,95.3,6.6,18.2,2020
1242,510840100260001,Auburn,Sangamon,MEDIUM,176.0,9.4,3.5,4.2,2.8,10.2,90.1,84.7,96.2,90.7,75.0,17.7,91.3,12.4,23.3,2020
1243,510840110260001,Pawnee,Sangamon,MEDIUM,177.0,5.9,4.0,8.3,0.0,6.8,83.3,81.3,84.6,82.9,83.3,12.9,83.6,11.9,15.3,2020
1244,510840140260001,Riverton,Sangamon,MEDIUM,175.0,13.6,3.4,4.4,2.4,3.8,80.6,76.5,84.6,81.9,75.6,15.0,72.6,21.0,32.8,2020
1245,510840150260001,Williamsville,Sangamon,MEDIUM,178.0,5.9,0.8,0.8,0.9,3.9,100.0,100.0,100.0,100.0,,21.2,97.8,5.8,23.2,2020
1246,510840160260001,New Berlin,Sangamon,MEDIUM,175.0,13.8,2.7,3.4,2.0,4.4,89.7,86.4,94.1,88.7,88.0,18.4,88.4,11.4,18.4,2020
1247,510841860250001,Springfield,Sangamon,LARGE,175.0,19.2,12.3,12.9,11.7,13.0,62.7,53.9,72.3,61.1,60.4,19.6,84.1,61.2,68.4,2020
1248,510841860250002,Springfield,Sangamon,LARGE,175.0,11.9,6.0,6.5,5.5,7.9,74.5,72.1,77.0,81.5,62.6,22.6,89.9,30.5,52.9,2020
1249,510841860250003,Springfield,Sangamon,LARGE,175.0,19.3,8.2,7.6,8.8,8.6,67.6,65.6,69.6,76.1,62.3,20.0,88.3,53.8,63.6,2020
1250,530601260260001,Havana,Mason,MEDIUM,176.0,10.6,4.2,4.9,3.7,16.0,90.1,85.0,96.8,89.7,82.8,19.3,78.6,9.4,30.2,2020
1251,530601890260001,Mason City,Mason,MEDIUM,180.0,9.3,3.2,2.1,4.2,4.8,83.0,75.0,91.3,81.0,72.7,13.9,89.2,13.4,21.8,2020
1252,530601910260001,Manito,Mason,MEDIUM,177.0,16.7,5.2,5.6,4.8,10.1,82.7,80.0,85.7,81.9,65.7,20.3,87.5,14.5,27.3,2020
1253,530903030160002,Pekin,Tazewell,MEDIUM,177.0,9.3,4.3,5.0,3.6,6.5,89.4,86.1,92.9,89.3,84.5,20.4,90.1,29.1,44.6,2020
1254,530903080160001,Washington,Tazewell,MEDIUM,180.0,5.7,1.9,2.0,1.7,3.0,91.5,87.8,95.7,92.7,84.7,23.4,91.7,12.0,29.1,2020
1255,530903090160001,East Peoria,Tazewell,MEDIUM,180.0,13.3,2.6,1.9,3.3,2.7,91.8,91.1,92.7,92.9,90.4,18.8,92.1,16.8,25.1,2020
1256,530907010260001,Mackinaw,Tazewell,MEDIUM,177.0,4.7,0.6,1.2,0.0,0.0,97.4,94.3,100.0,97.3,100.0,18.4,90.3,11.1,18.4,2020
1257,530907020260001,Tremont,Tazewell,MEDIUM,181.0,3.7,1.4,0.5,2.2,1.9,92.7,90.7,95.2,95.1,76.9,19.7,88.4,6.5,23.2,2020
1258,530907030260001,Delavan,Tazewell,SMALL,175.0,7.2,1.4,0.0,2.7,2.6,87.1,81.3,93.3,86.2,,15.2,82.9,7.9,12.8,2020
1259,530907090260006,Morton,Tazewell,LARGE,175.0,9.2,1.1,0.6,1.6,1.9,96.1,94.8,97.4,96.8,83.9,22.3,88.8,6.4,20.3,2020
1260,531020060260001,Minonk,Woodford,MEDIUM,181.0,12.4,4.2,4.1,4.3,6.3,86.1,83.9,87.5,86.6,78.4,17.5,90.8,14.6,23.7,2020
1261,531020110260001,El Paso,Woodford,MEDIUM,185.0,6.4,3.7,4.1,3.2,5.9,90.9,89.5,92.9,92.0,87.5,17.8,87.2,15.1,23.5,2020
1262,531020210260001,Washburn,Woodford,SMALL,180.0,6.1,2.9,3.8,1.9,5.7,90.9,84.6,95.0,90.9,70.0,11.3,82.9,10.1,17.9,2020
1263,531020600260001,Roanoke,Woodford,MEDIUM,182.0,9.7,1.2,1.1,1.3,4.2,95.0,100.0,89.5,97.4,81.8,13.3,95.1,7.5,13.0,2020
1264,531021220170001,Metamora,Woodford,MEDIUM,180.0,5.9,2.3,2.5,2.1,6.5,95.1,93.1,97.3,95.0,82.6,21.0,90.3,8.0,23.9,2020
1265,531021400260001,Eureka,Woodford,MEDIUM,176.0,5.8,1.2,1.1,1.4,2.2,93.0,93.3,92.5,94.9,75.0,20.2,89.3,7.4,25.0,2020
1266,540920020260004,Westville,Vermilion,MEDIUM,181.0,11.1,3.2,3.0,3.5,3.9,78.7,65.0,88.9,79.8,59.1,15.5,87.7,14.9,20.3,2020
1267,540920040260004,Georgetown,Vermilion,MEDIUM,176.0,13.6,4.9,4.3,5.6,7.6,82.1,80.5,83.7,81.3,72.9,13.1,86.8,16.6,20.2,2020
1268,540920110260005,Hoopeston,Vermilion,MEDIUM,183.0,15.1,10.3,13.0,7.4,10.9,69.0,63.3,77.1,67.1,52.0,14.2,84.3,23.5,23.7,2020
1269,540920760260001,Fithian,Vermilion,MEDIUM,181.0,6.4,2.4,3.4,1.3,0.8,94.3,93.5,95.1,93.1,96.4,18.3,76.8,14.0,20.8,2020
1270,540921180240022,Danville,Vermilion,LARGE,177.0,17.2,9.1,10.0,8.4,10.3,70.2,66.9,73.2,73.7,66.8,19.7,82.7,36.6,42.7,2020
1271,540922250170001,Armstrong,Vermilion,SMALL,176.0,9.7,3.4,1.4,5.1,1.8,87.5,93.3,82.4,87.1,,9.7,85.3,13.3,21.8,2020
1272,540925120260001,Catlin,Vermilion,MEDIUM,180.0,6.5,5.5,6.4,4.3,8.6,82.8,83.7,81.0,84.1,65.0,14.4,88.9,9.1,17.8,2020
1273,540928000800001,Bismarck,Vermilion,,,5.6,3.1,1.6,4.9,4.5,86.6,86.1,87.0,86.7,72.7,19.0,86.4,,,2020
1274,56099200U260001,Beecher,Will,MEDIUM,177.0,4.6,2.1,1.5,2.7,2.0,91.4,94.1,88.1,90.4,90.9,18.1,86.4,7.1,8.3,2020
1275,56099201U260001,Crete,Will,LARGE,177.0,8.8,3.1,2.9,3.3,4.1,91.5,87.7,95.6,89.7,89.5,23.9,81.3,46.9,53.6,2020
1276,560992020220001,Plainfield,Will,LARGE,180.0,11.2,2.8,2.5,3.0,5.2,90.1,89.4,90.8,90.2,82.7,26.9,91.2,13.5,22.3,2020
1277,560992020220002,Plainfield,Will,LARGE,180.0,9.9,3.1,3.5,2.7,5.5,90.7,88.2,93.3,92.6,84.0,26.1,89.6,11.1,17.4,2020
1278,560992020220003,Plainfield,Will,LARGE,180.0,5.6,1.7,1.7,1.8,2.8,96.2,94.3,98.2,96.9,90.7,26.9,90.6,8.4,16.0,2020
1279,560992020220004,Plainfield,Will,LARGE,180.0,7.7,1.7,1.7,1.8,4.1,94.7,93.8,95.7,95.1,93.1,27.1,89.6,12.5,20.0,2020
1280,560992040170001,Joliet,Will,LARGE,181.0,11.5,6.0,7.9,3.9,6.9,73.1,69.5,76.7,78.2,71.2,26.9,89.9,36.1,41.6,2020
1281,560992040170003,Joliet,Will,LARGE,181.0,8.0,4.4,5.1,3.6,6.2,85.3,81.6,89.0,91.6,80.2,28.5,90.2,22.8,31.5,2020
1282,560992050170001,Lockport,Will,LARGE,176.0,4.4,1.6,1.7,1.5,3.1,93.3,92.0,94.5,94.7,86.5,25.6,93.9,8.7,21.7,2020
1283,56099207U260001,Peotone,Will,MEDIUM,177.0,4.3,2.0,2.5,1.4,2.1,90.2,90.5,89.8,89.9,89.7,20.0,78.4,8.8,11.2,2020
1284,56099209U260001,Wilmington,Will,MEDIUM,181.0,4.9,2.9,3.5,2.3,3.8,94.6,91.3,97.9,94.4,88.2,19.5,86.2,7.6,14.8,2020
1285,560992100160001,New Lenox,Will,LARGE,176.0,2.5,1.0,1.2,0.7,2.9,95.2,95.2,95.2,95.3,95.6,25.5,92.9,7.3,15.6,2020
1286,560992100160002,Frankfort,Will,LARGE,176.0,3.0,1.0,1.2,0.8,3.4,95.2,93.8,96.8,95.1,84.8,26.0,94.5,7.0,14.1,2020
1287,560992100160004,New Lenox,Will,LARGE,176.0,2.7,1.4,1.7,1.1,2.7,94.8,93.5,96.2,95.0,92.1,25.5,92.6,7.5,21.1,2020
1288,56099255U260001,Braidwood,Will,MEDIUM,177.0,3.6,1.8,2.3,1.3,2.8,91.5,86.0,96.7,91.5,85.7,19.7,86.8,7.8,14.5,2020
1289,56099365U260007,Bolingbrook,Will,LARGE,178.0,10.0,2.5,3.2,1.6,3.0,90.8,88.9,92.8,86.9,89.4,21.5,91.1,30.0,39.5,2020
1290,56099365U260008,Romeoville,Will,LARGE,178.0,3.7,1.3,1.6,1.0,2.3,94.2,93.9,94.5,93.5,92.9,22.0,94.3,21.2,25.4,2020
1291,601054280303014,Saint Charles,Dept Of Corrections,,,97.6,30.3,30.3,,30.9,35.0,35.0,,,36.1,3.0,57.1,,,2020
